Date,Open,High,Low,Close,Adj Close,Volume
2010-03-04,15420.000000,15440.000000,15120.000000,15220.000000,12300.281250,10205050
2010-03-05,15260.000000,15500.000000,15260.000000,15500.000000,12526.566406,11754700
2010-03-08,15800.000000,15840.000000,15700.000000,15720.000000,12704.368164,19563300
2010-03-09,15740.000000,15740.000000,15540.000000,15720.000000,12704.368164,12211750
2010-03-10,15720.000000,15740.000000,15560.000000,15680.000000,12672.036133,11367600
2010-03-11,15800.000000,15880.000000,15560.000000,15560.000000,12575.057617,19631000
2010-03-12,15560.000000,15680.000000,15420.000000,15560.000000,12575.057617,9997950
2010-03-15,15640.000000,15660.000000,15280.000000,15360.000000,12413.421875,11156550
2010-03-16,15360.000000,15400.000000,15160.000000,15300.000000,12364.936523,16548150
2010-03-17,15440.000000,15960.000000,15420.000000,15960.000000,12898.322266,21840650
2010-03-18,15900.000000,16140.000000,15900.000000,15940.000000,12882.159180,15393500
2010-03-19,16020.000000,16140.000000,15960.000000,16080.000000,12995.302734,10711200
2010-03-22,16060.000000,16080.000000,15840.000000,16020.000000,12946.812500,9191800
2010-03-23,16140.000000,16300.000000,16100.000000,16180.000000,13076.118164,9923300
2010-03-24,16300.000000,16500.000000,16260.000000,16380.000000,13237.751953,15926950
2010-03-25,16300.000000,16440.000000,16180.000000,16380.000000,13237.751953,9481650
2010-03-26,16460.000000,16500.000000,16240.000000,16400.000000,13253.914063,10481650
2010-03-29,16200.000000,16500.000000,16200.000000,16360.000000,13221.590820,7756350
2010-03-30,16540.000000,16580.000000,16240.000000,16280.000000,13156.936523,12042400
2010-03-31,16280.000000,16680.000000,16260.000000,16360.000000,13221.590820,21699800
2010-04-01,16520.000000,16900.000000,16480.000000,16900.000000,13657.999023,28068050
2010-04-02,16920.000000,17200.000000,16820.000000,17140.000000,13851.958008,20907050
2010-04-05,17220.000000,17400.000000,17140.000000,17400.000000,14062.083984,15201700
2010-04-06,17480.000000,17500.000000,17220.000000,17380.000000,14045.918945,16494250
2010-04-07,17300.000000,17380.000000,17040.000000,17180.000000,13884.286133,19418550
2010-04-08,17140.000000,17260.000000,17060.000000,17260.000000,13948.941406,13447700
2010-04-09,17280.000000,17320.000000,16960.000000,17120.000000,13835.794922,13757650
2010-04-12,17180.000000,17200.000000,16540.000000,16600.000000,13415.548828,24897000
2010-04-13,16680.000000,16680.000000,16300.000000,16560.000000,13383.220703,20446350
2010-04-14,16700.000000,16940.000000,16660.000000,16900.000000,13657.999023,15369350
2010-04-15,17240.000000,17240.000000,16880.000000,17100.000000,13819.635742,18248400
2010-04-16,17100.000000,17160.000000,16820.000000,16960.000000,13706.490234,11003100
2010-04-19,16740.000000,16800.000000,16520.000000,16540.000000,13367.058594,12357100
2010-04-20,16540.000000,16640.000000,16420.000000,16560.000000,13383.220703,13571500
2010-04-21,16760.000000,17060.000000,16700.000000,17040.000000,13771.142578,13200200
2010-04-22,16980.000000,16980.000000,16660.000000,16820.000000,13593.347656,17161750
2010-04-23,16960.000000,16960.000000,16560.000000,16600.000000,13415.548828,15442000
2010-04-26,16700.000000,16840.000000,16600.000000,16680.000000,13480.202148,13009350
2010-04-27,16620.000000,16760.000000,16540.000000,16700.000000,13496.367188,13040500
2010-04-28,16400.000000,16500.000000,16360.000000,16500.000000,13334.731445,16007500
2010-04-29,16600.000000,16620.000000,16320.000000,16500.000000,13334.731445,11337150
2010-04-30,16560.000000,17040.000000,16540.000000,16980.000000,13722.652344,22710850
2010-05-03,16900.000000,16900.000000,16540.000000,16580.000000,13399.385742,14553900
2010-05-04,16800.000000,16860.000000,16600.000000,16680.000000,13480.202148,9138450
2010-05-06,16340.000000,16380.000000,16200.000000,16280.000000,13156.936523,22570150
2010-05-07,15960.000000,15980.000000,15760.000000,15880.000000,12833.669922,37887000
2010-05-10,16000.000000,16100.000000,15940.000000,16060.000000,12979.139648,16435550
2010-05-11,16240.000000,16240.000000,15820.000000,15820.000000,12785.179688,22498000
2010-05-12,15940.000000,15960.000000,15640.000000,15780.000000,12752.855469,15759500
2010-05-13,15960.000000,16400.000000,15940.000000,16260.000000,13140.773438,15900650
2010-05-14,16120.000000,16240.000000,15980.000000,16200.000000,13092.286133,14674300
2010-05-17,15960.000000,15980.000000,15560.000000,15680.000000,12672.036133,26460950
2010-05-18,15800.000000,15900.000000,15680.000000,15840.000000,12801.342773,18143800
2010-05-19,15700.000000,15700.000000,15380.000000,15460.000000,12494.240234,17987050
2010-05-20,15300.000000,15440.000000,15100.000000,15120.000000,12219.461914,19772500
2010-05-24,14940.000000,15280.000000,14880.000000,15160.000000,12251.791992,17704300
2010-05-25,15000.000000,15120.000000,14720.000000,14820.000000,11977.017578,25489550
2010-05-26,15200.000000,15380.000000,14900.000000,15000.000000,12122.487305,22943950
2010-05-27,14880.000000,15500.000000,14820.000000,15440.000000,12478.080078,22173500
2010-05-28,15740.000000,15740.000000,15340.000000,15560.000000,12575.057617,22448950
2010-05-31,15440.000000,15620.000000,15360.000000,15520.000000,12542.731445,12774650
2010-06-01,15520.000000,15580.000000,15300.000000,15360.000000,12413.421875,11382350
2010-06-03,15600.000000,15680.000000,15480.000000,15540.000000,12558.895508,14649400
2010-06-04,15500.000000,15940.000000,15480.000000,15860.000000,12817.506836,12598850
2010-06-07,15580.000000,15740.000000,15540.000000,15740.000000,12720.523438,15161550
2010-06-08,15700.000000,15960.000000,15520.000000,15700.000000,12688.198242,14499800
2010-06-09,15840.000000,15840.000000,15320.000000,15400.000000,12445.751953,17914950
2010-06-10,15540.000000,15600.000000,15420.000000,15460.000000,12494.240234,17769350
2010-06-11,15700.000000,15940.000000,15660.000000,15940.000000,12882.159180,18283050
2010-06-14,15820.000000,16180.000000,15820.000000,16140.000000,13043.791992,12094650
2010-06-15,16200.000000,16200.000000,15960.000000,15960.000000,12898.322266,9528550
2010-06-16,16300.000000,16440.000000,16180.000000,16380.000000,13237.751953,18823500
2010-06-17,16240.000000,16340.000000,16200.000000,16340.000000,13205.426758,11648800
2010-06-18,16500.000000,16500.000000,16240.000000,16440.000000,13286.243164,9579500
2010-06-21,16600.000000,16780.000000,16500.000000,16600.000000,13415.548828,14230700
2010-06-22,16540.000000,16540.000000,16260.000000,16320.000000,13189.260742,14794100
2010-06-23,16220.000000,16220.000000,16000.000000,16100.000000,13011.464844,17489950
2010-06-24,16160.000000,16460.000000,16100.000000,16400.000000,13253.914063,14152200
2010-06-25,16180.000000,16200.000000,16040.000000,16100.000000,13011.464844,16982600
2010-06-28,16100.000000,16160.000000,15920.000000,15920.000000,12865.997070,13026700
2010-06-29,16020.000000,16080.000000,15740.000000,15840.000000,12882.261719,12560000
2010-06-30,15400.000000,15600.000000,15400.000000,15480.000000,12589.484375,26708450
2010-07-01,15580.000000,15600.000000,15200.000000,15320.000000,12459.359375,22206400
2010-07-02,15400.000000,15480.000000,15260.000000,15340.000000,12475.625000,11641100
2010-07-05,15260.000000,15400.000000,15220.000000,15340.000000,12475.625000,9995600
2010-07-06,15240.000000,15500.000000,15100.000000,15500.000000,12605.748047,17879550
2010-07-07,15600.000000,15620.000000,15300.000000,15380.000000,12508.157227,16180150
2010-07-08,15660.000000,15680.000000,15400.000000,15500.000000,12605.748047,14752850
2010-07-09,15580.000000,15920.000000,15460.000000,15920.000000,12947.324219,18605950
2010-07-12,15980.000000,16040.000000,15840.000000,16040.000000,13044.916992,12597450
2010-07-13,15960.000000,16160.000000,15880.000000,15920.000000,12947.324219,15339650
2010-07-14,16260.000000,16560.000000,16260.000000,16480.000000,13402.758789,33184600
2010-07-15,16500.000000,16500.000000,16360.000000,16400.000000,13337.696289,16063950
2010-07-16,16320.000000,16400.000000,16040.000000,16040.000000,13044.916992,16933400
2010-07-19,15720.000000,15980.000000,15720.000000,15900.000000,12931.060547,14586800
2010-07-20,15900.000000,16040.000000,15720.000000,15960.000000,12979.854492,11578400
2010-07-21,16340.000000,16360.000000,16120.000000,16340.000000,13288.900391,16558800
2010-07-22,16240.000000,16340.000000,16020.000000,16160.000000,13142.511719,15439550
2010-07-23,16300.000000,16340.000000,16140.000000,16220.000000,13191.305664,14112800
2010-07-26,16260.000000,16400.000000,16180.000000,16360.000000,13305.166992,10617450
2010-07-27,16480.000000,16600.000000,16420.000000,16580.000000,13484.086914,19088350
2010-07-28,16640.000000,16800.000000,16620.000000,16740.000000,13614.208008,23248200
2010-07-29,16780.000000,16800.000000,16480.000000,16540.000000,13451.552734,14865300
2010-07-30,16440.000000,16540.000000,16200.000000,16200.000000,13175.040039,16399000
2010-08-02,16340.000000,16360.000000,16200.000000,16200.000000,13175.040039,12455050
2010-08-03,16400.000000,16440.000000,16300.000000,16300.000000,13256.371094,13105950
2010-08-04,16340.000000,16360.000000,16120.000000,16120.000000,13109.979492,10616650
2010-08-05,16220.000000,16360.000000,16060.000000,16080.000000,13077.448242,14028550
2010-08-06,16200.000000,16200.000000,15980.000000,16020.000000,13028.650391,12296750
2010-08-09,15980.000000,16040.000000,15960.000000,16040.000000,13044.916992,9138150
2010-08-10,16000.000000,16080.000000,15820.000000,15860.000000,12898.526367,14060850
2010-08-11,15680.000000,15780.000000,15540.000000,15580.000000,12670.810547,17957900
2010-08-12,15360.000000,15540.000000,15300.000000,15320.000000,12459.359375,21360650
2010-08-13,15400.000000,15640.000000,15340.000000,15620.000000,12703.341797,14274900
2010-08-16,15460.000000,15660.000000,15340.000000,15640.000000,12719.607422,10280000
2010-08-17,15540.000000,15660.000000,15420.000000,15640.000000,12719.607422,14476450
2010-08-18,15680.000000,15700.000000,15480.000000,15560.000000,12654.544922,11715900
2010-08-19,15580.000000,15780.000000,15540.000000,15780.000000,12833.464844,12179900
2010-08-20,15600.000000,15720.000000,15540.000000,15680.000000,12752.138672,12330600
2010-08-23,15720.000000,15820.000000,15640.000000,15800.000000,12849.729492,9081550
2010-08-24,15700.000000,15720.000000,15500.000000,15660.000000,12735.872070,11365400
2010-08-25,15520.000000,15560.000000,15440.000000,15440.000000,12556.956055,9263250
2010-08-26,15440.000000,15660.000000,15400.000000,15460.000000,12573.219727,10440100
2010-08-27,15300.000000,15440.000000,15300.000000,15320.000000,12459.359375,12748200
2010-08-30,15500.000000,15560.000000,15440.000000,15520.000000,12622.014648,6984450
2010-08-31,15320.000000,15440.000000,15120.000000,15120.000000,12296.704102,22051950
2010-09-01,15240.000000,15260.000000,15000.000000,15040.000000,12231.645508,19451700
2010-09-02,15200.000000,15240.000000,14980.000000,15180.000000,12345.501953,18271500
2010-09-03,15220.000000,15280.000000,15120.000000,15220.000000,12378.035156,22082500
2010-09-06,15440.000000,15600.000000,15360.000000,15600.000000,12687.075195,19708650
2010-09-07,15660.000000,15800.000000,15500.000000,15760.000000,12817.199219,16036000
2010-09-08,15520.000000,15620.000000,15420.000000,15420.000000,12540.687500,10954600
2010-09-09,15340.000000,15480.000000,15120.000000,15120.000000,12296.704102,30825400
2010-09-10,15200.000000,15440.000000,15140.000000,15320.000000,12459.359375,13989000
2010-09-13,15400.000000,15520.000000,15320.000000,15400.000000,12524.422852,11741050
2010-09-14,15500.000000,15620.000000,15200.000000,15200.000000,12361.766602,18559950
2010-09-15,15260.000000,15340.000000,15020.000000,15140.000000,12312.971680,19441850
2010-09-16,15080.000000,15260.000000,15080.000000,15140.000000,12312.971680,11734100
2010-09-17,15240.000000,15560.000000,15160.000000,15460.000000,12573.219727,22369300
2010-09-20,15480.000000,15600.000000,15400.000000,15600.000000,12687.075195,14807550
2010-09-24,15580.000000,15600.000000,15160.000000,15240.000000,12394.299805,32766800
2010-09-27,15300.000000,15360.000000,15040.000000,15100.000000,12280.440430,25107150
2010-09-28,15100.000000,15120.000000,14900.000000,14900.000000,12117.785156,23315700
2010-09-29,15060.000000,15500.000000,15000.000000,15440.000000,12556.956055,35348050
2010-09-30,15440.000000,15580.000000,15340.000000,15540.000000,12638.280273,16855500
2010-10-01,15440.000000,15560.000000,15380.000000,15540.000000,12638.280273,14805750
2010-10-04,15600.000000,15620.000000,15480.000000,15600.000000,12687.075195,12835350
2010-10-05,15440.000000,15580.000000,15420.000000,15460.000000,12573.219727,14300150
2010-10-06,15560.000000,15880.000000,15520.000000,15860.000000,12898.526367,23555150
2010-10-07,15580.000000,15660.000000,15380.000000,15400.000000,12524.422852,25542150
2010-10-08,15260.000000,15320.000000,15060.000000,15160.000000,12329.233398,27125750
2010-10-11,15240.000000,15260.000000,15060.000000,15060.000000,12247.910156,18784450
2010-10-12,15040.000000,15120.000000,14920.000000,14920.000000,12134.051758,18391350
2010-10-13,15040.000000,15040.000000,14860.000000,14880.000000,12101.520508,20414700
2010-10-14,15060.000000,15060.000000,14840.000000,15000.000000,12199.114258,26710000
2010-10-15,15000.000000,15120.000000,14900.000000,15080.000000,12264.175781,24686150
2010-10-18,15140.000000,15240.000000,14960.000000,15020.000000,12215.377930,13804400
2010-10-19,15000.000000,15020.000000,14820.000000,14820.000000,12052.724609,19450000
2010-10-20,14800.000000,14980.000000,14700.000000,14900.000000,12117.785156,18474100
2010-10-21,14900.000000,15300.000000,14820.000000,15300.000000,12443.092773,28370400
2010-10-22,15460.000000,15540.000000,15340.000000,15540.000000,12638.280273,20425550
2010-10-25,15460.000000,15580.000000,15340.000000,15420.000000,12540.687500,12353450
