user,location,text,sentiment,probability
mundoescazu,,#Reporte Ricardo Miranda del Centro Agrícola Cantonal sobre las medidas que se han implementado en la Feria de Esca… https://t.co/XCnKehZJvi,Positivo,66
mundoescazu,,#Reporte Desde la Feria de Escazú todos los que ingresan se lavan sus manos https://t.co/Q4uOLNh0vH,Positivo,69
AlcaldiaUrumita,,"#Reporte 🦠 @MinSaludCol confirma 69 nuevos casos de COVID-19 en Colombia, para un total de 608 pacientes con el cor… https://t.co/rEu9Y23H62",Positivo,63
InnSocialWeb,,#Reporte @MinSaludCol - 28 de marzo 2020. #Covid19Colombia https://t.co/BJTuEnHNLy,Positivo,70
cuaresma_carlos,"Wanchaq Cusco, Peru","#REPORTE CORONAVIRUS 28/MAR/20.

Emitido por el Ministerio de Salud, sin embargo no tomaron en cuenta los últimos c… https://t.co/e2ZR01FLMV",Positivo,64
mundoescazu,,#Reporte Incendio Forestal Zona Pico Blanco https://t.co/g0dtXypaPT,Positivo,58
mundoescazu,,#Reporte Desde la Feria del Agricultor en Escazú centro... Y el distanciamiento social!!! https://t.co/SeZwKNysKF,Positivo,65
siete_junio,,"#Reporte #Coronavirus
Actualización 28/03/20

Contagiados en el Mundo: 617 000
Fallecidos en el Mundo: 28 504
Conta… https://t.co/pNKcmy2Iua",Positivo,69
ubch_rm,BARINAS.-,reportamos bajones constantes y se va la luz cada rato @CORPOELECinfo @NicolasMaduro #reporte #Barinas,Positivo,64
jpserna,Barranquilla/Colombia,"#Reporte🦠#COVID2019 🇨🇴 
😷 69 nuevos casos.
✅ recuperados 10.
⚰️ 6 muertes
TOTAL: 608 pacientes con coronavirus en t… https://t.co/L8W25xT0wi",Positivo,67
GobDeCoahuila,Coahuila de Zaragoza,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización de las 🕚 12:00 horas.… https://t.co/cU95edhw2x",Positivo,67
VentanaComunita,"PUERTO CUMAREBO, ESTADO FALCON",#Reporte Usuarios reportan que en horas del mediodia se comenzó el suministro de gasolina para los vehiculos con te… https://t.co/vKSeFt3Ibg,Positivo,68
SAHAGUN_NEWS,SAHAGÚN - CÓRDOBA  - COLOMBIA ,"#Reporte Confirmamos 69 casos nuevos de coronavirus en el país. Con estos, Colombia llega a un total de 608 pacient… https://t.co/Rqy51I9w8l",Positivo,68
INAMEH,Venezuela,#28Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 13:09 HLV @tutiempopereira… https://t.co/jGD3cOpWG4,Positivo,70
INAMEH,Venezuela,"#28Mar #INAMEHInforma Nubosidad estratiforme sobre Sucre, Andes, La Gran Caracas; además núcleos convectivos  en Am… https://t.co/CWTTZ8G9PW",Positivo,79
TamMC_,"Encarnacion, Paraguay",@RosiGonzalezB Jajajjajaa #reporte,Positivo,63
CanalSurPatagon,"Coyhaique, Región de Aysén, Patagonia, Chile",#Reporte de hoy Sábado 28.03.2020 COVID-19 #Coronavirus #Aysen https://t.co/NEumOQqH5e vía @YouTube,Positivo,75
ReporteNi,Dudas Preguntas Sugerencias:DM,(@cdsinapred) #Reporte 1️⃣ #seguimientocovid19 Sábado 28 de marzo de los casos de #Coronavirus #COVID19 confirmados… https://t.co/EFhLsgUb7r,Positivo,65
cdsinapred,Nicaragua,"#Reporte 1️⃣ #seguimientocovid19 
 Sábado 28 de marzo de los casos de #Coronavirus #COVID19 confirmados hasta las 9… https://t.co/HhaKKvm4dw",Positivo,65
sofyvaldivia,"Oaxaca, México","#REPORTE Ⓜ️➡️ Realizan actividades normales en mercado sabatino de #Tlaxiaco, con poca afluencia de habitantes y ex… https://t.co/MjSWz4CnoF",Positivo,62
Rodriguez1GA,Guarico ,#Reporte El equipo de salud de Guárico junto a la alcaldía de Roscio y la Guardia del Pueblo realizan despliegue ca… https://t.co/wBjJjZH5Sc,Positivo,70
ccypctw,"Trelew, Argentina","#Reporte diario
#Coronavirus
#Trelew
28.03.2020👇 https://t.co/VkNE4vA0uu",Positivo,69
CentralReedan,,#28Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 06:35 HLV @tutiempopereira… https://t.co/K5U4qbGqvw,Positivo,59
LawyersMYR,"Colombia-Bogota,Madrid -España","@MinSaludCol #Reporte necesitamos saber cuantos contagios por #COVID19 hay en el País a fecha de hoy, sin mentiras… https://t.co/HBGglWQLnz",Positivo,74
LaPiedadCity,"La Piedad, Michoacán",¡Buenos días a todos! La temperatura actual es de 13ºC y llegaremos hasta los 32 ºC el día de hoy. #Reporte #Clima #LaPiedad #Michoacan,Positivo,84
Warriormania_15,Tangamandapio,"#Reporte #coronavirus Infectados:

En Colombia: 539
En Polombia: 0 

Jaque mate. https://t.co/4Kn6KGhPqg",Positivo,67
WazeVen,Venezuela,Vía @INAMEH #28Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 07:45 HLV… https://t.co/s4515XptyQ,Positivo,70
INAMEH,Venezuela,#28Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 07:45 HLV @tutiempopereira… https://t.co/RHPoqwpG9y,Positivo,70
INAMEH,Venezuela,#28Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 07:40 HLV @tutiempopereira… https://t.co/zU2mCAHmyf,Positivo,70
PCivil_Ve,Caracas_Venezuela,#28Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 06:35 HLV… https://t.co/pmQpugGeKt,Positivo,58
PCivil_Ve,Caracas_Venezuela,#28Mar #INAMEHInforma Pronóstico de Oleaje #Reporte de las 06:30 HLV  #LaSolidaridadVenceAlCoronavirus https://t.co/7A81uSxGdN,Positivo,67
PCivil_Ve,Caracas_Venezuela,"#28Mar #INAMEHInforma En la Imagen (espectro infrarrojo) se observa áreas nubladas en los Andes, sur de Zulia, Amaz… https://t.co/chAsLHgAMy",Positivo,64
PCivil_Ve,Caracas_Venezuela,#28Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 00:15 HLV… https://t.co/C2XZhWLuEw,Positivo,70
INAMEH,Venezuela,#28Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 06:35 HLV @tutiempopereira… https://t.co/a8Uoavcw6q,Positivo,59
INAMEH,Venezuela,#28Mar #INAMEHInforma Pronóstico de Oleaje #Reporte de las 06:30 HLV @tutiempopereira @NestorLReverol… https://t.co/46FBZ9w4Go,Positivo,67
INAMEH,Venezuela,"#28Mar #INAMEHInforma En la Imagen (espectro infrarrojo) se observa áreas nubladas en los Andes, sur de Zulia, Amaz… https://t.co/ENZaFWz92Y",Positivo,65
NicoleCalvo31,Panama,@IDAANinforma @311Panama @PanamaOeste @SoyDeArraijan @NoticiaARRAIJAN @RTPanamaOeste @PanamaOesteNews @Burunga1 Bue… https://t.co/ep4pjdXzgd,Positivo,67
acontecer_,,"🆘️ #Reporte En el estado de #Querétaro se registran 3 casos más por #COVIDー19 🦠, acumulando un total de 25 confirma… https://t.co/1tQfvze5IP",Positivo,57
INAMEH,Venezuela,#28Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 00:15 HLV @tutiempopereira… https://t.co/plFicK506h,Positivo,70
PCivil_Ve,Caracas_Venezuela,📍#Reporte 👉🏽  Funcionarios de @PCivil_Ve realizan el #PlanNacionalDeDesinfección  en la Av. Principal Los Nararanjo… https://t.co/dCco84umnR,Positivo,59
IMPULSONEGOCIOS,Argentina,"#Reporte #Coronavirus: Diagnostican 101 casos nuevos y cinco personas murieron en #Argentina - #Covid19 

Más info… https://t.co/xtMf7jY7q8",Positivo,67
zabaleta23,neiva,#Noticia Intensifican operativos contra infractores de la cuarentena en Neiva https://t.co/jK9Rifuzry @PoliciaNeiva… https://t.co/iJfzDOT6GZ,Positivo,71
GobSucre,Sincelejo,"#Reporte COVID-19 en Sucre 

La Secretaría de Salud confirma que a la fecha no hay casos positivos en nuestro depar… https://t.co/52mO2ZfFfB",Positivo,61
jiazhac,Edo. Miranda Los Teques ,@salaprensaCantv @Conatel Si continúo hablando con mi familia nos vamos a terminar matando. #reporte 21811281 Fui a… https://t.co/EgdlLQsjUK,Positivo,71
Jaime_Delgado,"Mexicali, B.C.",12 defunciones por Covid-19 en el país #Reporte https://t.co/P1FDIBYqY1 https://t.co/pVrDczG3Bc,Positivo,69
entresijospn,"Mexicali, B.C.",12 defunciones por Covid-19 en el país #Reporte https://t.co/seMoRq1yGH https://t.co/sdoAN1h6J4,Positivo,69
ReporteSanCris,"San Cristóbal de Las Casas, Chiapas.","#Reporte. #COVID19. 27/03/2020.

•717 casos confirmados
•2,475 casos sospechosos
•3,542 casos negativos
•12 defunci… https://t.co/jLQ16kTRvx",Positivo,54
HumbertoRoblesM,San Cristóbal de Las Casas.,"#Reporte. #COVID19. 27/03/2020.

•717 casos confirmados
•2,475 casos sospechosos
•3,542 casos negativos
•12 defunci… https://t.co/7zyfxjWxzc",Positivo,54
livingtonpanta,Ecuador,"#Reporte🦠Confirmamos 48 nuevos casos de #Covid_19 en #Colombia, para un total de 539 pacientes con #coronavirus. Má… https://t.co/F4HsX0tFAy",Positivo,67
GobDeCoahuila,Coahuila de Zaragoza,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización de las 🕚 19:00 horas.… https://t.co/CiuLpvzEoz",Positivo,67
aldianoticiasco,"Boyacá, Colombia","#Reporte oficial de casos confirmamos según el @MinSaludCol hoy fueron 48 nuevos casos de COVID-19 en Colombia, par… https://t.co/raAqBO0yik",Positivo,73
ElCogollitoOk,"Luján de Cuyo, Argentina","Estos son los casos positivos del día de la fecha en Argentina. Además se regstraron 5 muertes, una de ellas en Men… https://t.co/Ut1Ig8abl9",Positivo,60
TalinaEnLinea,"Cancún, Quintana Roo",#Reporte 27 marzo #Covid19 #QuintanaRoo https://t.co/pZvYO9LG6F https://t.co/VtKTUA1sg6,Positivo,71
talinaglez,cancun,#Reporte 27 marzo #Covid19 #QuintanaRoo https://t.co/HBmzebwfFw https://t.co/vs90RiBhyp,Positivo,71
vidaenqroo,,#Reporte 27 marzo #Covid19 #QuintanaRoo https://t.co/DnpjOPziEo https://t.co/HyH2dbrdBO,Positivo,72
CaribeEmpresar1,,#Reporte 27 marzo #Covid19 #QuintanaRoo https://t.co/lE33zkXtov https://t.co/CMSOIfdIcV,Positivo,71
juliayhernandez,"Chacao, Miranda","@ContactoCantv @NicolasMaduro señores para cuando me van a garantizar mi derecho a estar comunicado, 15 meses sin s… https://t.co/LJZpCMhVuZ",Positivo,62
Conagua_Sonora,Hermosillo Sonora,#Reporte de #Temperaturas máximas  registradas por OCNO #Sonora https://t.co/8XvdatFPs0,Positivo,66
neojack64,COLOMBIA,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. https://t.co/slS0OIDNJ8",Positivo,67
oronoticias_tv,"Santander, Colombia","#Reporte | Para las amas de casa algunos productos han bajado de precio, como la arveja o el plátano

¿Qué opina?
-… https://t.co/jc8DuM755l",Positivo,71
GNB_CARABOD411,"Valencia, Venezuela",#Reporte 👉🏽 Funcionarios de Protección Civil continúan con la desinfección en Los Roques en el marco del… https://t.co/vWKYkjg2OU,Positivo,57
PCivil_Ve,Caracas_Venezuela,📍#Reporte 👉🏽 Funcionarios de Protección Civil continúan con la desinfección en Los Roques en el marco del… https://t.co/iHTZDyPEDz,Positivo,57
sofyvaldivia,"Oaxaca, México","#REPORTE Ⓜ️🚔🚨➡️ Elementos del H. Cuerpo de bomberos sofocaron el incendio de un taller mecánico, en #Reyes #Etla, c… https://t.co/Rdvedadqzp",Positivo,73
WazeVen,Venezuela,Vía @INAMEH #27Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 18:00 HLV… https://t.co/eukL2C27HE,Positivo,70
INAMEH,Venezuela,#27Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 18:00 HLV @tutiempopereira… https://t.co/NSBpfehY8S,Positivo,70
cue11o,"Medellín, Colombia","Al #COVID-19 no se le ha dado el valor que exige y se empeña en enseñarnos día a día, no tenemos el control y más s… https://t.co/UOsfi8ivy0",Positivo,66
boyacasietedias,Boyacá,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/Bz00vDm3n5",Positivo,71
ComiteCivDura,,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/pUbNle6aUN",Positivo,71
sofyvaldivia,"Oaxaca, México","#REPORTE Ⓜ️🚔🚨➡️ La tarde de este viernes, trascendió el asalto a una sucursal bancaria en la ciudad de #Oaxaca.

Ⓜ️… https://t.co/hJaftsibVO",Positivo,76
EnTertulia_,"Medellín, Colombia","#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus.… https://t.co/ZCuYyinacz",Positivo,67
SoachaBogotaSB,"Soacha, Colombia","#Atención  #Colombia #Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes c… https://t.co/TjOyf5RcZn",Positivo,69
regionalboyaca,Tunja - Boyacá - Colombia,"#Atención #Reporte Confirmados  48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronav… https://t.co/KhxRhlfP2c",Positivo,67
NCasanare1,"Yopal, Colombia","#Reporte | Se confirman 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Má… https://t.co/iY60FuxLdG",Positivo,67
mirandatv22,"Miranda, Colombia","#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/QKclvI4DZO",Positivo,71
jimmyanjel,medellin-antioquia-Colombia,"#Reporte🦠 Confirmados 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus.… https://t.co/LDm0UuPB4B",Positivo,67
HSBnoticias,Bogotá - Colombia,#Reporte | Colombia superó los 500 contagiados con Coronavirus https://t.co/241JsLvOuN,Positivo,68
JAlexanderL19,Colombia,"@MinSaludCol hace el #Reporte🦠y Confirma 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes co… https://t.co/zIr5B2ysfl",Positivo,63
InnSocialWeb,,#Reporte @MinSaludCol - 27 de marzo 2020. #Covid19Colombia https://t.co/KtftV7AQ9a,Positivo,70
avanewstv,Worldwide ,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/8XRbVlxOKR",Positivo,71
laprimerisima91,,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus.… https://t.co/VDZlGkt2vR",Positivo,67
AtlanticoEmi,"Barranquilla, Colombia","#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus.13 en… https://t.co/OgxEwQ7ICJ",Positivo,67
POSITIVAFMRADIO,"Tunja, Colombia","@MinSaludCol #Reporte🦠Confirma 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavi… https://t.co/cZZEhMGtDf",Positivo,64
qmoncaleano,América,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/ysQdMJDlso",Positivo,71
Boyacaaldia89_1,"Tunja, Colombia","#Reporte🦠

El @MinSaludCol confirma 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con cor… https://t.co/2K1hmg8Zpv",Positivo,63
ParrandaValle,"ÜT: 6.2435489,-75.5889559","🚨 ATENCIÓN🚨#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronav… https://t.co/95DyZxhhYX",Positivo,67
bluvalledupar,"Cesar, Colombia","#Reporte
Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con… https://t.co/DiXgvu4cAi",Positivo,67
LaPalestraCO,Huila - Colombia,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/5Tx9vIfXfL",Positivo,71
radiosupercali,Cali - Valle,"@MinSaludCol #Reporte🦠Confirma 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavi… https://t.co/dXbdvb5bBP",Positivo,64
eliradio,cucuta - colombia,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. https://t.co/dU5nQQD12r",Positivo,67
AlcaldiaUrumita,,"#Reporte 🦠 @MinSaludCol confirma 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con el cor… https://t.co/NGjFVRIlAv",Positivo,63
android_choco,Quibdó - Chocó,"@MinSaludCol #Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coron… https://t.co/I7ByJ52tbw",Positivo,67
jpserna,Barranquilla/Colombia,"#Reporte🦠#COVID2019 🇨🇴 
😷 48 nuevos casos.
✅ recuperados 10.
⚰️ 6 muertes
TOTAL: 539 pacientes con coronavirus en t… https://t.co/wJWI8tnoNP",Positivo,67
Canalmonteria,"Montería, Córdoba","#Reporte🦠 CONFIRMADOS 48 NUEVOS CASOS DE COVID-19 EN COLOMBIA, PARA UN TOTAL DE 539 PACIENTES CON CORONAVIRUS.… https://t.co/RvUQvRsP7Y",Positivo,67
RedDeApoyoSIC,Santiago De Cali,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. https://t.co/5bqTGQQVJ7",Positivo,67
tsmnoticias,Neiva - Huila - Colombia,"#Atención #Reporte
La ciudad de #Neiva y el #Huila mantienen 14 casos

El Ministerio de Salud confirmó 48 nuevos ca… https://t.co/HNZXzwHWdW",Positivo,65
Kevinvanegastv,"Pereira, Colombia","#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. https://t.co/VHS2tnQzVo",Positivo,67
daolayap,"Bogotá, D.C., Colombia","#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/BfH4CJOXTL",Positivo,71
RCN1150Neiva,"Neiva, Colombia","#Reporte #RcnRadioNeiva

🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con c… https://t.co/xVK4K1tVPq",Positivo,69
consorciopublic,"Bogotá, D.C., Colombia","#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/3d8AieOa23",Positivo,71
cncnoticias,Pereira - Colombia,"#ÚltimaHora 

#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coro… https://t.co/EepSmoR0It",Positivo,66
sanvicentedech,San Vicente de Chucuri,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/8wroVYYOe4",Positivo,71
MinSaludCol,,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/J5ZyiGTTR1",Positivo,71
MNHoy,Sigue y comparte @MNHoy,"#Reporte Las enfermeras registradas que son inmigrantes representan el 15,7 % del total, y el 22% de los asistentes… https://t.co/cGAEiZbGKF",Positivo,65
jesusm245,"Guanare, Portuguesa",@salaprensaCantv y justo ayer cancele 86 mil bs por un servicio que no funciona  #Reporte 20716949 https://t.co/kNltOYCYmj,Positivo,66
GobDeCoahuila,Coahuila de Zaragoza,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización de las 🕚 12:00 horas.… https://t.co/McsuWyuKaU",Positivo,67
r_gabbo,Venezuela,"De igual forma cerrado el acceso hacia  el paraíso por los molinos puerta 9 de Diciembre. 

#reporte
@r_gabbo @gabboruoz12",Positivo,56
CONAFOR,México,"#Reporte de #IncendiosForestales 🗓️🌳 27/03/2020
Se registran 
🔥35 Activos 
🔥4 En proceso de liquidación 
💦14 liquid… https://t.co/nrHg5tfmY3",Positivo,68
siete_junio,,"#Reporte Coronavirus
Actualización 27/03/2020

Contagiados en el mundo: 546 000
Fallecidos en el mundo: 24 000
Cont… https://t.co/VnhZ9OjeaD",Positivo,74
CanalSurPatagon,"Coyhaique, Región de Aysén, Patagonia, Chile",#Reporte de hoy jueves 27.03.20 COVID-19 #Coronavirus #Aysen https://t.co/fHYyWtjl87 vía @YouTube,Positivo,77
Conagua_Sonora,Hermosillo Sonora,"#Reporte de estaciones climatológicas automáticas y aeropuertos, temperaturas máximas y mínimas de #Sonora https://t.co/lzgZ7eiE08",Positivo,65
EddyWarman,México,"De acuerdo con un #reporte elaborado por la Universidad #JohnHopkins, Estados Unidos tiene 82 mil infectados de… https://t.co/Ul0x2tyF4U",Positivo,67
sofyvaldivia,"Oaxaca, México","#Reporte Ⓜ️👨‍🚒👩‍🚒🚔🚨 Vecinos de San Antonio de la Cal reportan fuerte incendio en el Cerro del Ojo de Agua.

Ⓜ️ Pide… https://t.co/183IfIDNrL",Positivo,66
INAMEH,Venezuela,#27Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 12:05 HLV @tutiempopereira… https://t.co/7mFws38nfZ,Positivo,70
ReporteNi,Dudas Preguntas Sugerencias:DM,(@ElNacionalNet) #Reporte Van 67 casos confirmados de #coronavirus #COVID19 en #Cuba con 2 víctimas mortales ►… https://t.co/cxVe19zhcF,Positivo,57
ElNacionalNet,Nicaragua,#Reporte Van 67 casos confirmados de #coronavirus #COVID19 en #Cuba con 2 víctimas mortales ►https://t.co/fLFKbUI7Ra https://t.co/K9EoYuYJnB,Positivo,61
Cristy114,Las Vegas,@AEEONLINE #reporte c-2069344 tiene ver con esa avería?,Positivo,74
elinformatico77,"Táchira, Venezuela",".@ContactoCantv .Para cuando señores me van a garantizar mi derecho a estar comunicado, rumbo a 2 años sin servicio… https://t.co/lEB88O0KIA",Positivo,61
elwilli77,"Táchira, Venezuela","@ContactoCantv @NicolasMaduro .Para cuando señores me van a garantizar mi derecho a estar comunicado, rumbo a 2 año… https://t.co/EOEec1NUfL",Positivo,70
UltimaHoraBoy,"Tunja, Colombia","#Reporte a 6:00 a.m. de hoy en #Boyacá 

196 casos han sido reportados
103 casos descartados por laboratorio 
91 ca… https://t.co/GKXXf7fUFu",Positivo,62
MNHoy,Sigue y comparte @MNHoy,"#Reporte Los investigadores encontraron que un 16,5 % de todos los trabajadores de la salud son inmigrantes. Siga e… https://t.co/e4ztHztfCj",Positivo,63
LaPiedadCity,"La Piedad, Michoacán",¡Buenos días a todos! La temperatura actual es de 16ºC y llegaremos hasta los 32 ºC el día de hoy. #Reporte #Clima #LaPiedad #Michoacan,Positivo,84
PCivil_Ve,Caracas_Venezuela,#27Mar #INAMEHInforma Áreas con nubosidad convectiva y actividad eléctrica al oeste de Zulia y sur de Amazonas. El… https://t.co/qEVxmz4ipl,Positivo,66
PCivil_Ve,Caracas_Venezuela,#27Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV… https://t.co/hd6aHVhEXQ,Positivo,70
radiowebinf,,"#RWI I #Clima I #Venezuela
Vía @INAMEH #27Mar #INAMEHInforma Áreas con nubosidad convectiva y actividad eléctrica a… https://t.co/PyPMiK5ZLy",Positivo,71
CentralReedan,,Cortesía de @INAMEH #27Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 06:00 HLV… https://t.co/2FnxonQM9Y,Positivo,59
Quito_rtv,San Antonio de Pichincha,🔵#REPORTE SAN ANTONIO DE PICHINCHA en estos días de cuarentena donde el aburrimiento y el estrés empieza hacer mell… https://t.co/pemDFGRIYa,Positivo,70
INAMEH,Venezuela,#27Mar #INAMEHInforma Áreas con nubosidad convectiva y actividad eléctrica al oeste de Zulia y sur de Amazonas. El… https://t.co/h5bGJZ57LY,Positivo,66
INAMEH,Venezuela,#27Mar #INAMEHInforma Pronóstico de Oleaje #Reporte de las 06:00 HLV @tutiempopereira @NestorLReverol… https://t.co/Fel4TkdtIZ,Positivo,67
INAMEH,Venezuela,#27Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 06:00 HLV @tutiempopereira… https://t.co/4Tn5Egi5Og,Positivo,59
acontecer_,,"🆘️ #Reporte Se eleva el número de casos confirmados por #COVID19 en el estado de #Querétaro; pasa de 18 a 22, infor… https://t.co/HRiOjo7mS4",Positivo,59
EddaReyes_VTV,San Cristóbal - Venezuela,#Reporte 🗣| La Alcaldía del mcpio. Bolívar #Tachira en coordinación con la #ODDI emitió comunicado para que los ciu… https://t.co/2M3aVoxxZ2,Positivo,69
EddaReyes_VTV,San Cristóbal - Venezuela,"#Reporte 🗣| #UltimaHora Autoridad Única de Salud en #Tachira , Dra. Amelia Fressel informó que las 9 muestras envia… https://t.co/Jfziuao6SO",Positivo,67
EddaReyes_VTV,San Cristóbal - Venezuela,"#Reporte🗣| Desde Las Mesas, mcpio. Antonio Rómulo Costa  #Táchira, inició el Plan de Desinfección de Áreas Públicas… https://t.co/ZphQgKlWWT",Positivo,63
EddaReyes_VTV,San Cristóbal - Venezuela,"#Reporte 🗣| El plan de desinfección para prevenir el Covid-19 llegó al municipio Cárdenas edo. #Tachira, el alcalde… https://t.co/oQNCyKiFEf",Positivo,67
EddaReyes_VTV,San Cristóbal - Venezuela,"#Reporte 🗣| Presidente de Transtachira, José Rosales, informó que durante #CuarentenaNacional está garantizada la m… https://t.co/gvDQc6qAcK",Positivo,73
EddaReyes_VTV,San Cristóbal - Venezuela,"#Reporte 🗣| Continua plan de desinfección en San Cristóbal. https://t.co/pRK5YpVHpq 

#MaduroValentíayDignidad… https://t.co/m8p7u9ScKL",Positivo,69
miltonandree,Coahuila,#Reporte Está circulando esta noticia diciendo que se va a implementar Ley seca en el estado supuestamente de la cu… https://t.co/OkS7Az9uTM,Positivo,65
ReporteNi,Dudas Preguntas Sugerencias:DM,(@lajornadanet) #Nicaragua #Reporte aparece en página oficial de la Organización Panamericana de la Salud que tiene… https://t.co/5R6Rk8BywM,Positivo,66
lajornadanet,Nicaragua,#Reporte #Nicaragua aparece en página oficial de la Organización Panamericana de la Salud que tiene 6 casos confirm… https://t.co/sEWUkeG58x,Positivo,62
EddaReyes_VTV,San Cristóbal - Venezuela,"#Reporte 🗣| @PoliciaTachira informa, en voz del General Arteaga, avance del despliegue de plan de desinfección por… https://t.co/7ncQfz0Gug",Positivo,71
normaebt,México,"@ATTMxAyuda buenas tardes, realice mi pago de factura desde el 16 de marzo y no se ha aplicado, llame y me dieron u… https://t.co/2qboIgVmDM",Positivo,76
UTTorreon,"Torreon, Coahuila, Mexico","📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

•  Actualización 🕚 19:00 horas.… https://t.co/FAeMtEPyv0",Positivo,67
EddaReyes_VTV,San Cristóbal - Venezuela,"#Reporte 🗣| En el municipio fronterizo Pedro María Ureña edo. #Tachira #Frontera, las autoridades recorren las call… https://t.co/UQ4gSKFozF",Positivo,67
HumbertoRoblesM,San Cristóbal de Las Casas.,"#Reporte. #COVID19. 26/03/2020.

•585 casos confirmados
•2,156 casos sospechosos
•2,965 casos negativos
•8 defuncio… https://t.co/JyVkj7BSGY",Positivo,55
