user,location,text,sentiment,probability
mirandatv22,"Miranda, Colombia","#Reporte🦠Confirmamos 108 nuevos casos de coronavirus y 2 fallecidos en Colombia, para un total de 906 pacientes con… https://t.co/Yfrg1U5E2M",Positivo,66
sonsonateando,"Sonsonate, El Salvador",#Reporte | Esto es lo que esta sucediendo en las afueras de la Caja de Crédito de Sonsonate y del Banco de Fomento… https://t.co/Jv4um7KLJj,Positivo,61
sonsonateando,"Sonsonate, El Salvador","#Reporte | En Sersaprosa Sonsonate, son miles de personas esperando cobrar los $300, lamentablemente no hay nadie v… https://t.co/uAKxH1EgZq",Positivo,70
Grajalesluise,"Bogotá, D.C., Colombia🇨🇴",#Atención El @MinSaludCol Dr @Fruizgomez acababa de informar. #Reporte de 108 nuevos casos de #Coronavirus y 2 fall… https://t.co/aiwWb6I7IN,Positivo,70
AlfredoPena27,Soy Venezolano,"#Reporte🦠Confirmamos 108 nuevos casos de coronavirus y 2 fallecidos en Colombia, para un total de 906 pacientes con… https://t.co/WIyq4ESGYa",Positivo,66
POSITIVAFMRADIO,"Tunja, Colombia","@MinSaludCol #Reporte🦠Confirma 108 nuevos casos de coronavirus y 2 fallecidos en Colombia, para un total de 906 pac… https://t.co/UAq5SEn7Ty",Positivo,63
leonardozuluaga,"Manizales, Colombia","#Reporte🦠Confirmamos 108 nuevos casos de coronavirus y 2 fallecidos en Colombia, para un total de 906 pacientes con… https://t.co/jTtfDiHmuq",Positivo,66
Kevinvanegastv,"Pereira, Colombia","#Reporte🦠Confirmamos 108 nuevos casos de coronavirus y 2 fallecidos en Colombia, para un total de 906 pacientes con… https://t.co/58WkzEWCys",Positivo,66
SucreComunica,Sincelejo,"#sincelejo #colombia #Reporte Se confirman 108 nuevos casos de coronavirus y 2 fallecidos en Colombia, para un tota… https://t.co/GxSmuz0GvJ",Positivo,68
tsmnoticias,Neiva - Huila - Colombia,"#Reporte 
Tres nuevos casos en el #Huila, para un total de 24

El Ministerio de Salud confirma 108 nuevos casos de… https://t.co/vI147Ls6V9",Positivo,62
RolandoPlazas,"Medellín, Colombia","#Reporte🦠Confirmamos 108 nuevos casos de coronavirus y 2 fallecidos en Colombia, para un total de 906 pacientes con… https://t.co/lJLi9uNNaQ",Positivo,66
bluvalledupar,"Cesar, Colombia","#Reporte🦠Confirmamos 108 nuevos casos de coronavirus y 2 fallecidos en Colombia, para un total de 906 pacientes con… https://t.co/57wGXSfjKJ",Positivo,66
sanvicentedech,San Vicente de Chucuri,"#Reporte🦠Confirmamos 108 nuevos casos de coronavirus y 2 fallecidos en Colombia, para un total de 906 pacientes con… https://t.co/IKIvJIdIKc",Positivo,66
PaolaSenadora,Colombia,"#Reporte🦠Confirmados 108 nuevos casos de coronavirus y 2 fallecidos en Colombia, para un total de 906 pacientes con… https://t.co/mgou9kaPSM",Positivo,66
wrojaspalma,,"#Reporte🦠@MinSaludCol Confirma 108 nuevos casos de coronavirus y 2 fallecidos en Colombia, para un total de 906 pac… https://t.co/KVI1HdbfiP",Positivo,63
Capitalsalud,"Bogotá, Villavicencio y 22 mun","#Reporte🦠@MinSaludCol Confirma 108 nuevos casos de coronavirus y 2 fallecidos en Colombia, para un total de 906 pac… https://t.co/65ypNlZULa",Positivo,63
ElOjoVallenato,Colombia,"#Reporte🦠Confirmamos 108 nuevos casos de coronavirus y 2 fallecidos en Colombia, para un total de 906 pacientes con… https://t.co/InMWyhe3k1",Positivo,66
cncnoticias,Pereira - Colombia,"#ÚltimaHora 

#Reporte🦠Confirmamos 108 nuevos casos de coronavirus y 2 fallecidos en Colombia, para un total de 906… https://t.co/uiDVM6QEW8",Positivo,66
MinSaludCol,,"#Reporte🦠Confirmamos 108 nuevos casos de coronavirus y 2 fallecidos en Colombia, para un total de 906 pacientes con… https://t.co/O1q7UFBXNe",Positivo,66
mundoescazu,,#Reporte Alto de las Palomas Incendio Forestal https://t.co/XwckLAUkK1,Positivo,65
miltonandree,Coahuila,"#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización de las 12:00 horas.

Con… https://t.co/PDtStTfpv0",Positivo,67
GobDeCoahuila,Coahuila de Zaragoza,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización de las 🕚 12:00 horas.… https://t.co/xVr3MoHqy1",Positivo,67
CONAFOR,México,"#Reporte de #IncendiosForestales 🗓️🌳 31/03/2020
Se registran 
🔥37 Activos 
💦17 liquidados 

Atienden 987 combatient… https://t.co/yCEwuGiQpA",Positivo,67
estado21_,"Puebla, México","#Reporte Una mujer fue asaltada y despojada de su teléfono (iPhone6) en La Margarita, sucedió cerca de las 10 AM so… https://t.co/1R2xhJQnlD",Positivo,63
sofyvaldivia,"Oaxaca, México","#REPORTE Ⓜ️🚔🚨➡️ Vecinos del fraccionamiento El Rosario, en San Sebastián #Tutla reportan fuerte incendio que amenaz… https://t.co/xq4y2ZDmIg",Positivo,70
Conagua_Sonora,Hermosillo Sonora,#Reporte de datos climatológicos de estaciones meteorológicas automáticas y aeropuertos de OCNO #Sonora https://t.co/fwJGv1Sxcr,Positivo,62
jiazhac,Edo. Miranda Los Teques ,@Rosanagom #reporte 21811281 Fui a CANTV a ver que pasaba  con este reporte la persona que me atendidio no entiende… https://t.co/dK7tTP8jyo,Positivo,69
lidacarrasco,Puno-Perú,"#Reporte hasta el #31_de_marzo, #Coronavirus en el #Mundo. las cifras son alarmantes sobre expansión de esta pandem… https://t.co/fV2UuzMGFv",Positivo,67
INAMEH,Venezuela,#31Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 12:00 HLV @tutiempopereira… https://t.co/vscmhZqRHz,Positivo,70
ZenzontleG,,#REPORTE MINSA 31|032020 10 a.m. https://t.co/fh9gIwmNu6,Positivo,65
elinformatico77,"Táchira, Venezuela",".@ContactoCantv para cuando reparan la falla con mi línea telefónica, ya rumbo a 2 años sin tono para llamadas, nec… https://t.co/hHaGpEL4Td",Positivo,60
KadavalaArjun,,"#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/UaTXB36cSh",Positivo,68
INAMEH,Venezuela,#31Mar #INAMEHInforma  En la Imagen de satélite en canal visible se observa nubosidad convectiva generadora de prec… https://t.co/bKHOhr6M52,Positivo,69
INAMEH,Venezuela,"#31Mar #INAMEHInforma  Nubosidad fragmentada sobre los Andes, Llanos Occidentales, Bolívar, Amazonas, Miranda y est… https://t.co/Uf5Ej2Ykpf",Positivo,67
Imagen_Puebla,"Puebla, México","#Reporte: El Secretario de Salud, @JorgeHumbertoU, informa que el número de casos positivos de #Covid_19 en #Puebla… https://t.co/lqU2jeQrWq",Positivo,66
BomberosEnvi,Envigado - Antioquia,"#Reporte | Se realiza el corte de un árbol que obstruye la totalidad de la vía en el barrio Obrero, transversal 34A… https://t.co/NZvdrMntkD",Positivo,63
ccypctw,"Trelew, Argentina","#Reporte diario
#Coronavirus
📌Sin casos positivos en la provincia del #Chubut 
31.03.2020

Para mas info➡… https://t.co/Aw87kQgabT",Positivo,67
BFula1970,"Mérida, Venezuela",#31Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 05:30 HLV https://t.co/C4ACLmHNu7,Positivo,58
CentralReedan,,#31Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 05:30 HLV @tutiempopereira… https://t.co/e9lUU3FPTt,Positivo,59
pelechamemories,,"@ZuliaDavalos Acá toy, presente UNA #Reporte",Positivo,61
trujillopcad,"Trujillo, Venezuela","#31Mar  Se observa nubosidad convectiva generadora de precipitaciones y descargas eléctricas en oeste de Táchira,… https://t.co/ltCy6Zt6Is",Positivo,65
fredysliendo,Venezuela,"GOBIERNO DE LARA
#REPORTE DE SALUD 
#REPORTE DE SERVICIOSPUBLICOS    
CacerorolaMacTV https://t.co/gmv4KtGNS1",Positivo,57
LaPiedadCity,"La Piedad, Michoacán",¡Buenos días a todos! La temperatura actual es de 14ºC y llegaremos hasta los 32 ºC el día de hoy. #Reporte #Clima #LaPiedad #Michoacan,Positivo,84
trujillopcad,"Trujillo, Venezuela",#31Mar Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV https://t.co/xduRuX0K3t,Positivo,70
PCivil_Ve,Caracas_Venezuela,"#31Mar 🚨 Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV
#FelizMartes https://t.co/K8NFRw0cJD",Positivo,70
pcivilsucre,"Sucre, Venezuela",31Mar #INAMEHInforma  Se observa nubosidad convectiva generadora de precipitaciones y descargas eléctricas en oeste… https://t.co/3s7MSAfZE7,Positivo,65
pcivilsucre,"Sucre, Venezuela","#31Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV
@tutiempopereira… https://t.co/reXUMvgcjM",Positivo,70
DetektorVE,Venezuela,"En caso de robo o hurto y tu vehículo tiene un dispositivo @detektorve debes seguir estos 4 sencillos pasos
..… https://t.co/gJ4O1VQXkr",Positivo,56
FMCENTER,,Vía - @INAMEH: #31Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV… https://t.co/tZ5jFMBPkn,Positivo,70
INAMEH,Venezuela,"#31Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV
@tutiempopereira… https://t.co/xrifOE8A3f",Positivo,70
PCivil_Ve,Caracas_Venezuela,"#31Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 05:30 HLV 
#FelizMartes https://t.co/39GJhNBKXg",Positivo,59
PCivil_Ve,Caracas_Venezuela,#31Mar #INAMEHInforma  Se observa nubosidad convectiva generadora de precipitaciones y descargas eléctricas en oest… https://t.co/cO7RJVEpKX,Positivo,64
dgnboficial,,#31Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 05:30 HLV @tutiempopereira… https://t.co/mcz0yDfk1P,Positivo,59
dgnboficial,,#31Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 05:30 HLV @tutiempopereira… https://t.co/mSyUJ5N4ec,Positivo,59
dgnboficial,,#31Mar #INAMEHInforma  Se observa nubosidad convectiva generadora de precipitaciones y descargas eléctricas en oest… https://t.co/Nr9lwb8lRL,Positivo,64
INAMEH,Venezuela,#31Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 05:30 HLV @tutiempopereira… https://t.co/wV7H5JMRjF,Positivo,59
INAMEH,Venezuela,"#31Mar #INAMEHInforma Pronóstico de Oleaje #Reporte de las 05:30 HLV.
@tutiempopereira
@NestorLReverol
#FelizMartes https://t.co/HLOC6nePnr",Positivo,67
INAMEH,Venezuela,#31Mar #INAMEHInforma  Se observa nubosidad convectiva generadora de precipitaciones y descargas eléctricas en oest… https://t.co/vyqw9axoxk,Positivo,64
WebfeNoticias,,"New post (Llegan a 24 las víctimas fatales y a 966 los casos positivos, informó el Ministerio de Salud) has been pu… https://t.co/vhXu8g15gB",Positivo,64
NeryGime,Minga Guazú ,No funciona mi Dm #Reporte,Positivo,57
anita_saba,United States,Y los #reporte s de pedro,Positivo,65
mundoescazu,,#Reporte Vecinos acuden a cisterna para abastecer de agua potable sus hogares en Bajo Anonos ante la falta de agua… https://t.co/HUhlkOYEH3,Negativo,53
ReporteSanCris,"San Cristóbal de Las Casas, Chiapas.","#Reporte. #COVID19. 30/03/2020.

•1,094 casos confirmados
•2,752 casos sospechosos
•5,635 casos negativos
•28 defun… https://t.co/kYW65TOZxE",Positivo,54
HumbertoRoblesM,San Cristóbal de Las Casas.,"#Reporte. #COVID19. 30/03/2020.

•1,094 casos confirmados
•2,752 casos sospechosos
•5,635 casos negativos
•28 defun… https://t.co/IkEPllnAXH",Positivo,54
UTTorreon,"Torreon, Coahuila, Mexico","📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización de las 🕚 19:00 horas.… https://t.co/F6Qo2NbJZb",Positivo,67
PedroCab93,,"@CarlinGdelaF #Reporte era para cubrir los Eventos twitteriles como bardos y tanteos, el #Resumen era si o si cada 15 minutos.",Positivo,60
CarlinGdelaF,"Asuncion, Paraguay",Jamás me olvido del #Reporte del Dr Pedro 🥺 https://t.co/Rx70tqxEUC,Positivo,67
cronica,"Buenos Aires, Argentina",Confirman 4 nuevos muertos por coronavirus y 146 infectados en Argentina #Coronavirus #Reporte #Argentina https://t.co/GrPPtiSidt,Positivo,65
Somoselmedio,Ciudad de México,"#Reporte sobre el Coronavirus COVID-19 en México 30 de marzo 2020: 1,094 casos confirmados, 2,752 casos sospechosos… https://t.co/4pYSUQTx5j",Positivo,61
LaudEstereo,Bogotá - Colombia,#COVID19 #Reporte Así avanzan los casos de coronavirus en Colombia y el mundo 🌎 . #QuédateEnCasaConLAUD… https://t.co/dMtF8IJ8km,Positivo,66
monterialcaldia,Montería - Córdoba - Colombia,#Reporte 📣| 25 personas han sido sancionadas hoy por no cumplir con la norma de aislamiento preventivo obligatorio.… https://t.co/s9pBPcQtdl,Positivo,70
GobDeCoahuila,Coahuila de Zaragoza,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización de las 🕚 19:00 horas.… https://t.co/v01GiSEBT6",Positivo,67
Conagua_Sonora,Hermosillo Sonora,#Reporte preliminar de temperaturas máximas registradas esta tarde del centro y sur de #Sonora arriba de los 30°C https://t.co/bjiSOrBF3y,Positivo,72
Ciberadio,,[REPORTE] 🌎 Ana María Serrano Muñoz nos cuenta detalles sobre las medidas gubernamentales que Canadá  ha tomado has… https://t.co/OBUTChdccN,Positivo,63
InnSocialWeb,,"ATENCIÓN
#Reporte @MinSaludCol - 30 de marzo 2020. #Covid19Colombia https://t.co/cQ3lLAAGp8",Positivo,70
eduarbike,"Santa Marta, Colombia","Si el #reporte de mañana que va a presentar el @MinSaludCol salen con el cuento de 90 casos de COVID19, entonces cr… https://t.co/ZpaoJ35X9m",Positivo,67
mundoescazu,,#Reporte Cuadrilla del AyA ya trabaja fuga en Bello Horizonte de Escazú https://t.co/AAGLi05YAj,Positivo,68
INAMEH,Venezuela,"#30Mar #INAMEHInforma  Nubosidad convectiva generadora de precipitaciones y descargas eléctricas en Zulia, Táchira,… https://t.co/jEN8wMferF",Positivo,64
nc_izabal,Estado de México,"#Reporte sobre las condiciones de competencia en el
mercado de crédito para la adquisición de vivienda de @Banxico &gt; https://t.co/HVLuLEkzy1",Positivo,62
neojack64,COLOMBIA,"#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/wCOQdobSif",Positivo,68
jimmyanjel,medellin-antioquia-Colombia,"#Reporte🦠Confirmados 96 nuevos casos de #Covid_19 coronavirus y 2 fallecidos en el país, para un total de 798 pacie… https://t.co/VhU7UwGoHo",Positivo,66
mundoescazu,,#Reporte Fuga de agua sector Bello Horizonte de Escazú https://t.co/bTTokULJA0,Positivo,68
cesar24775,"Rosario, Argentina","""@NACHOGIRON #CUARENTENA DíA 16 #REPORTE #CORONAVIRUS x @METROMEDIO"" ""El virus en la ropa y en los picaportes dura… https://t.co/1yhWSTiL8K",Positivo,61
prensa_bello,,#Reporte Información casos en el municipio de Pueblo Bello-Cesar #CoronavirusEnColombia https://t.co/Tp667tg9yF,Positivo,66
conceptsmedical,"Bogotá, D.C., Colombia","#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/H8aaJjwkSH",Positivo,68
fredysliendo,Venezuela,"#REPORTE ALIMENTACIÓN 
CEDRA - LARA DESPACHA ALIMENTOS A COMUNIDADES VULNERABLES..CacerolaMacTV https://t.co/Qz4jAcC9IV",Positivo,63
BlogDelRegio,México,Toda la información sobre el panorama del #Coronavirus en #NuevoLeón en la siguiente liga: 👉🏽… https://t.co/ReM4h9Iv8o,Positivo,73
fredysliendo,Venezuela,"#REPORTE ALIMENTACIÓN 
CEDRA - LARA DESPACHA ALIMENTOS A COMUNIDADES VULNERABLES. CacerolaMacTV https://t.co/trCvrnUy4T",Positivo,63
sofyvaldivia,"Oaxaca, México","#REPORTE Ⓜ️🚔🚨➡️ Bomberos lograron sofocar un incendio de media hectaria de árboles secos y hojarasca, en Santa Marí… https://t.co/c6CRLff9Fn",Positivo,67
Dr_Ivanoncologo,"Puebla, Pue.",#Cancer #Covid_19 | #Reporte de cómo los pacientes #oncológicos tienen que esperar su tratamiento por la pandemia d… https://t.co/cLGWINxUiX,Positivo,58
ahora247,Colombia,"#Reporte en Colombia 🇨🇴 

MinSalud confirma 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total… https://t.co/QIcCRDmZDY",Positivo,63
cadenasurtv,,"#Reporte de la #Actividad del #Popocatépetl
https://t.co/eRWflhI8Oj https://t.co/tZtIEjvAQP",Positivo,69
daolayap,"Bogotá, D.C., Colombia","#Reporte🦠Se confirman 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con… https://t.co/Xb6EcmLX20",Positivo,65
INAMEH,Venezuela,#30Mar #INAMEHInforma  Se observa en imagen visible nubosidad convectiva generadora de precipitaciones y descargas… https://t.co/x5JuiVVVwb,Positivo,63
sofyvaldivia,"Oaxaca, México",#Reporte Ⓜ️🚔🚨➡️ Vecinos reportan incendio sobre carretera federal 190 antes de llegar a San Jerónimo #Tlacochahuaya… https://t.co/tooTrZkbad,Positivo,71
mirandatv22,"Miranda, Colombia","#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/L6nakX5zHd",Positivo,68
CanalSurPatagon,"Coyhaique, Región de Aysén, Patagonia, Chile",#Reporte de hoy Lunes 30.03.2020 COVID-19 #Coronavirus #Aysen https://t.co/t7ildPEJgN vía @YouTube,Positivo,78
OmarDuartGarcia,COLOMBIA,"#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/YzqKxCAXsR",Positivo,68
mundoescazu,,"#Reporte Incendio Forestal continúa activo en Pico Blanco, en desarrollo https://t.co/3AfamfUSWh",Positivo,62
ALERTA24NEWS,"Distrito Capital, Venezuela","#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/XVsOb2vJrd",Positivo,68
julianturismo,"Ibague, Tolima - Colombia  ","#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/f5z0hjkrKY",Positivo,68
Red5manantiales,"Zaragoza, Coahuila de Zaragoza","#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización 12:00 horas.… https://t.co/t5juG3Bxts",Positivo,67
CONAFOR,México,"#Reporte de #IncendiosForestales 🗓️🌳 30/03/2020

Se registran

🔥40 Activos

💦21 liquidados

Atienden 1,421 combatie… https://t.co/r2Zh90VAMJ",Positivo,67
magazincesar,"Cesar, Colombia","#Reporte🦠

Se Confirman 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes co… https://t.co/7SkgtHl9kl",Positivo,66
Uribiastereo,"Uribia, Colombia","#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/NTlduxngOC",Positivo,68
RedDeApoyoSIC,Santiago De Cali,"#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/gXHb3NnUaX",Positivo,68
mirandatv22,"Miranda, Colombia","#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/gXnJw8hgqB",Positivo,67
nuestrosdporte2,"Barranquilla, Colombia",#Reporte del @MinSaludCol: confirmados 96 nuevos casos de coronavirus y 2 fallecidos en Colombia. https://t.co/9q1FZxy1Ki,Positivo,68
LaPrensaWeb,Monteria - Córdoba,"@MinSaludCol confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes c… https://t.co/IUyvCuyPwR",Positivo,68
bluvalledupar,"Cesar, Colombia","#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/4EkN46Ezpp",Positivo,68
NoticiasBQ,"Barranquilla, Colombia","#Reporte🦠#COVID2019 🇨🇴 
😷  Nuevos Casos: 96
✅ Pacientes Recuperados:15
⚰️ Fallecidos: 12
📈Total contagios: paciente… https://t.co/GFrCRmQrjQ",Positivo,66
Soachacomunica,"Soacha, Cundinamarca","#Reporte🦠
El @MinSaludCol confirma 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 p… https://t.co/kFJY7ZZfqV",Positivo,63
jpserna,Barranquilla/Colombia,"#Reporte🦠#COVID2019 🇨🇴 
😷  Nuevos Casos: 96
✅ Pacientes Recuperados:15
⚰️ Fallecidos: 12
📈Total contagios: paciente… https://t.co/lQdKpkaww4",Positivo,66
eliradio,cucuta - colombia,"#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/SCr65H9P3Z",Positivo,68
caracolguaviare,San José del Guaviare ,"#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/XhJJZtB7BE",Positivo,68
RolandoPlazas,"Medellín, Colombia","#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/t2ugDB7RAf",Positivo,68
sincensurapop,,"#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/wxk4TPja0z",Positivo,68
SeDijoVpr,"Valledupar, Colombia","#Reporte del Ministerio de Salud confirma 94 nuevos casos, para un total de 702 con #Covid_19. 
El Cesar continúa c… https://t.co/miZbx4i3H4",Positivo,64
laprimerisima91,,"#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/tBRBLHFAZl",Positivo,68
Tuimagencom,Valledupar,"#Reporte🦠El Ministerio de Salud @minsaludcol confirma 96 nuevos casos de coronavirus y 2 fallecidos en el país, par… https://t.co/yDr5bNFcQG",Positivo,62
AlcaldiaUrumita,,"#Reporte🦠 el @MinSaludCol confirma 96 nuevos casos de coronavirus y 2 fallecidos más en el país, para un total de 7… https://t.co/8crogyja5s",Positivo,62
radiosupercali,Cali - Valle,"@MinSaludCol #Reporte🦠Confirma 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacie… https://t.co/Nn3H6QTIkA",Positivo,62
InnSocialWeb,,"ATENCIÓN
#Reporte @MinSaludCol - 30 de marzo 2020. #Covid19Colombia https://t.co/h5jYBmVK9E",Positivo,70
leonardozuluaga,"Manizales, Colombia","#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/dRyfmje9Bz",Positivo,68
cncnoticias,Pereira - Colombia,"#ÚltimaHora 

#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 p… https://t.co/X82PfNAEX0",Positivo,66
sanvicentedech,San Vicente de Chucuri,"#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/h75w3Bd3bv",Positivo,68
BananaStereo,"Chigorodó (Urabá), Antioquia","#Reporte 🦠 #CoronaVirus 

Se confirman hoy lunes 30 de marzo, 96 nuevos casos de coronavirus y 2 fallecidos en el p… https://t.co/3j1VlpgH7Z",Positivo,79
Carohu5,"Manizales, Colombia","#Reporte 🦠 96 nuevos casos de #coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con COVID-19 y… https://t.co/Rkp4qtOfQw",Positivo,66
wilberpreciado,Bogotá ,"#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/zbHLzKsRKw",Positivo,68
PluralidadZ,Colombia,"#Reporte🦠MinSalud Confirma 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes… https://t.co/LTJs0z79ur",Positivo,62
tsmnoticias,Neiva - Huila - Colombia,"#Reporte 
La ciudad de #Neiva reporta 5 nuevos casos, para un total de 21

El Ministerio de Salud confirma 96 nuevo… https://t.co/67qjPZxDx5",Positivo,74
RMADRID_CF_1902,,"#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/VS02bH02UG",Positivo,68
EnTertulia_,"Medellín, Colombia","@MinSaludCol #Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pa… https://t.co/oKkPlv4YJO",Positivo,67
Kevinvanegastv,"Pereira, Colombia","#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/eP8okxNacT",Positivo,68
NezzJ,Colombia⛽,"#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/a8T1PvIK1t",Positivo,68
ElOjoVallenato,Colombia,"#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/U8gfn3X8eJ",Positivo,68
AjuaaNoticiasMx,Saltillo Coahuila,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización de las 🕚12:00 horas.

C… https://t.co/xbI9Vk8K0V",Positivo,69
MinSaludCol,,"#Reporte🦠Confirmamos 96 nuevos casos de coronavirus y 2 fallecidos en el país, para un total de 798 pacientes con C… https://t.co/a6ai6Xm22m",Positivo,68
GobDeCoahuila,Coahuila de Zaragoza,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización de las 🕚12:00 horas.

C… https://t.co/V4GfhAgaKV",Positivo,69
Larry_vite,Santa Rosa - El Oro - Ecuador ,"#Emergencia #coronavirus #Casos #Fallecidos #Reporte 
-
Tenemos 9 casos confirmados,y lastimosamente ya son 4 perso… https://t.co/HYpUFEquPS",Positivo,57
GNB_CARABOBO,Valencia Edo. Carabobo,#30Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 12:10 HLV @tutiempopereira… https://t.co/F8QHRcw1em,Positivo,70
Conagua_Sonora,Hermosillo Sonora,#Reporte est. automáticas y aeropuertos Organismo de Cuenca Noroeste #Conagua #Temperaturas mínimasy máximas regist… https://t.co/S4oqv65i9O,Positivo,68
jiazhac,Edo. Miranda Los Teques ,@ContactoCantv #reporte 21811281 Fui a CANTV a ver que pasaba  con este reporte la persona que me atendidio no enti… https://t.co/iQbNzmxQAo,Positivo,70
GNB_CARABOD411,"Valencia, Venezuela",#30Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 12:10 HLV @tutiempopereira… https://t.co/qP0ACZ5RSM,Positivo,70
AR_Griman,Venezuela,"El planeta entero está en cuarentena y cada quién, dependiendo de sus recursos y su cultura, la vive de diferente m… https://t.co/RMnWuaHTlu",Positivo,60
