user,location,text
ZorrillaSarac,"Central, Paraguay",Amanecí con dolor de muñeca #Reporte el que se portó mal anoche ya sabe.
INAMEH,Venezuela,#26Mar #INAMEHInforma Hoy la declinación solar en los 2° 41' 14'' Norte. Incide perpendicularmente en el sur de Ama… https://t.co/A4cqGFPM8z
pcivilsucre,"Sucre, Venezuela","#26Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 05:40 HLV.
@tutiempopereira… https://t.co/Snele9sTvq"
BasuraHatillo,,@INAMEH: #26Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:30 HLV… https://t.co/ezy6y8Yvk9
RADARHATILLO,Municipio el Hatillo ,@INAMEH: #26Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:30 HLV… https://t.co/XuakqlEdkA
VecinosNaranjos,"Urb, Los Naranjos El Hatillo",@INAMEH: #26Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:30 HLV… https://t.co/LZXFc78apP
EHQEL,Venezuela,@INAMEH: #26Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:30 HLV… https://t.co/b0LJ4GFWfl
NOTDIG,Venezuela,@INAMEH: #26Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:30 HLV… https://t.co/BLHJYEkmGl
ElHatillano,"El Hatillo, Caracas Venezuela ",@INAMEH: #26Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:30 HLV… https://t.co/LAAasxxfPL
NotiHatillo,"El Hatillo, Caracas Venezuela",@INAMEH: #26Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:30 HLV… https://t.co/W8cnSpXN2f
FMCENTER,,Vía - @inameh: #26Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:30 HLV… https://t.co/jRc6wbRo8M
INAMEH,Venezuela,#26Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:30 HLV @tutiempopereira… https://t.co/tqpAI3p0Vn
INAMEH,Venezuela,"#26Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 05:40 HLV.
@tutiempopereira… https://t.co/ajy7SfzUKP"
rendilesjose,"San Carlos Del Zulia, Venezuel",@LDanieri #reporte #SinLuz  Sur del lago sin luz también.. 6:26 am
BarretoSira,Anzoátegui - Venezuela,"#Anzoátegui #ULTIMOMINUTO 
#Reporte #25Mar 

Aquí un balance de casos #COVID19. 
Continuemos cumpliendo medidas pre… https://t.co/tmKRjsnhlL"
AlcaldiaSahagun,"Sahagún, Colombia","#Reporte👮🏻‍♂️ | A pocas horas de cumplirse el primer día de cuarentena, la @PoliciaColombia reporta en nuestro muni… https://t.co/Q8MWM9sjUO"
UTTorreon,"Torreon, Coahuila, Mexico","📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID19

 • Actualización de las 🕚19:00 horas

La… https://t.co/auJ21ZiJAd"
ReporteSanCris,"San Cristóbal de Las Casas, Chiapas.","#Reporte. #COVID19. 25/03/2020

•475 casos confirmados
•1,656 casos sospechosos
•2,445 casos negativos
•6 defuncion… https://t.co/j1tXrY5eRi"
ReporteSanCris,"San Cristóbal de Las Casas, Chiapas.",25/03/2020. El #Reporte de la #MesaDeSeguridad que la mañana de este miércoles encabezó el Gobernador… https://t.co/jZUiNodz91
HumbertoRoblesM,San Cristóbal de Las Casas.,25/03/2020. El #Reporte de la #MesaDeSeguridad que la mañana de este miércoles encabezó el Gobernador… https://t.co/6SHPokCWkg
HumbertoRoblesM,San Cristóbal de Las Casas.,"#Reporte. #COVID19. 25/03/2020

•475 casos confirmados
•1,656 casos sospechosos
•2,445 casos negativos
•6 defuncion… https://t.co/hX1cvGBtVW"
GobDeCoahuila,Coahuila de Zaragoza,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID19

 • Actualización de las 🕚19:00 horas

Co… https://t.co/kpSchtjTDy"
PCivil_Ve,Caracas_Venezuela,📌#Reporte👉🏽 Nuestros funcionarios #PCMunicipioLibertador se desplegaron en la Av.Urdaneta específicamente en el edi… https://t.co/yP0eDNvLiM
sofyvaldivia,"Oaxaca, México","#Reporte Ⓜ️🚔🚨Un fuerte incendio se registra en terrenos de Santa María #Colotepec.

Ⓜ️ A pesar de que está fuera de… https://t.co/JgRyKkWgD1"
OaxacaesNoticia,,"#Reporte 🚔🚨 Un taxista fue ejecutado a balazos en #Juchitán de Zaragoza, su cadáver fue localizado al interior de l… https://t.co/A3NsVHeJLh"
mundoescazu,,#Reporte Así dejaron paredes de vivienda y del Colegio del Pilar en Escazú ¿Si los vieron deberían de haberlos dete… https://t.co/nCQFbuRFOG
mundoescazu,,#Reporte Así dejaron paredes de vivienda y del Colegio del Pilar en Escazú ¿Si los vieron deberían de haberlos dete… https://t.co/5Rv9VKIuvs
Infomiba,,Ascienden a 502 los casos de coronavirus en la Argentina https://t.co/nfSqtBYpUV #CoronavirusArgentina #reporte https://t.co/ptB9Ch2h6e
EddaReyes_VTV,San Cristóbal - Venezuela,#Reporte 🗣| El Ministerio del Poder Popular para la Ciencia y Tecnología informó sobre el cese de operaciones del s… https://t.co/QXMfmRdHNY
PrensaPuntoFijo,Venezuela,"Así están las calles de #PuntoFijo. Los habitantes  tomando las medidas necesarias por el #Covid_19.
.
#reporte… https://t.co/UbmqWNjXos"
INAMEH,Venezuela,#25Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 19:00 HLV @tutiempopereira… https://t.co/qSCHEAUTvv
MNHoy,Sigue y comparte @MNHoy,"#Reporte Solamente uno de cada seis hispanos está capacitado, dispuesto o desempeña una actividad que puede ser tra… https://t.co/wfx7OXUSxZ"
EddaReyes_VTV,San Cristóbal - Venezuela,#Reporte 🗣| Como parte del plan de prevención del #Covid_19 las autoridades del mcipio. fronterizo Bolívar en… https://t.co/mo3cjwmaQ6
sofyvaldivia,"Oaxaca, México","#REPORTE Ⓜ️🚨🚔➡️ Ciudadanos reportaron un feroz incendio forestal en Santa María Jaltianguis, en la región de la Sie… https://t.co/5YVoq8jByn"
EddaReyes_VTV,San Cristóbal - Venezuela,"#Reporte 🗣| Cumpliendo la orden del Gabinete de Combustible, las estaciones de servicio en el Municipio García de H… https://t.co/9I3xVcSJmg"
EddaReyes_VTV,San Cristóbal - Venezuela,#Reporte 🗣| Funcionarios de Protección Civil #Tachira realizan limpieza con Hipoclorito de Sodio en el mercado de l… https://t.co/U4Pomw6OZQ
sofyvaldivia,"Oaxaca, México",#Reporte Ⓜ️🚔🚨➡️ Bomberos de Puerto Escondido controlan y sofocan #incendio de pastizal detrás del Fraccionamiento L… https://t.co/FKfHyvyNU9
sofyvaldivia,"Oaxaca, México","#Reporte Ⓜ️➡️ Una mujer de la tercera edad sufrió una caída de su propia altura, en la Alameda de León de la ciudad… https://t.co/Y18faOJjw6"
WaelRaadc,"ÜT: 10.186857,-64.686125","#Reporte #25deMarzo 
@WaelRaadC

Hoy hay una afluencia importante de peatones, se forman colas en los establecimien… https://t.co/bPxX1opVDs"
monterialcaldia,Montería - Córdoba - Colombia,"#REPORTE PAGOS ADULTO MAYOR📣

Con normalidad y en calma avanza el cobro del subsidio de Adulto Mayor en #Montería.… https://t.co/aPCxReiGUI"
INAMEH,Venezuela,#25Mar #InamehInforma  Áreas nubladas productoras de precipitaciones con descargas eléctricas sobre Amazonas y sur… https://t.co/yINkAdYf41
viesca_magico,"Viesca, Coahuila de Zaragoza","@INEGI_INFORMA Aún estoy esperando Número de Teléfono y Hacer el #Reporte correspondiente.
La #Credibilidad del… https://t.co/o8QMgzT3JN"
GobDeCoahuila,Coahuila de Zaragoza,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

•  Actualización de las 🕚 12:00 horas… https://t.co/4wPg3fZk1o"
CONAFOR,México,"#Reporte de #IncendiosForestales 🗓️🌳 25/03/2020
Se registran 
🔥21 Activos 
🔥5 En proceso de liquidación 
Atienden 4… https://t.co/AJwEFAfbNn"
sofyvaldivia,"Oaxaca, México","#Reporte 🚔🚨➡️Un fuerte accidente carretero donde se vio involucrado un tráiler de caja seca, se registró en la regi… https://t.co/0HnWgO0q1S"
EddyWarman,México,"De acuerdo con un #reporte del índice NASDAQ, el valor de #apple ha bajado 2.12% en sus #acciones, por lo que dejó… https://t.co/Y26C5l3qvu"
alditoortega,Asuncion ,Ya me desperté #Reporte
Meteovargas,"Táchira, Venezuela","Ubicación de la Zona de Convergencia Intertropical, Baja Presión en el noroeste de Colombia, Polvo Sahariano en cos… https://t.co/BovVtt5U5h"
INAMEH,Venezuela,"#25Mar #INAMEHInforma Ubicación de la Zona de Convergencia Intertropical, Baja Presión en el noroeste de Colombia,… https://t.co/ca0RCmciBK"
elinformatico77,"Táchira, Venezuela",".Los señores de @ContactoCantv no me garantizan mi derecho a estar comunicado, rumbo a 2 años sin tono para llamada… https://t.co/uHdR94P4A1"
elinformatico77,"Táchira, Venezuela",".@ContactoCantv con esta emergencia sanitaria, necesito estar comunicado y nada que reparan la falla con mi línea t… https://t.co/PHcyCptmBZ"
INAMEH,Venezuela,#25Mier #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 12:10 HLV @tutiempopereira… https://t.co/faxLyHnkZR
INAMEH,Venezuela,#25Mier #INAMEHInforma  Áreas nubladas de precipitaciones con descargas eléctricas sobre sur del Zulia y sur de Ama… https://t.co/HT7tTk8aRG
CanalSurPatagon,"Coyhaique, Región de Aysén, Patagonia, Chile",#Reporte de hoy miércoles 25.03.20 COVID-19 #Coronavirus https://t.co/rRnOOVFoZ8 vía @YouTube
GNB_CARABODESUR,"Valencia, Carabobo",#25Mar  #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV… https://t.co/LeYtY1ZvrC
GNB_CARABOD412,,"#25Mar 
 #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV… https://t.co/13EtlSh8a9"
GNB_CARABOD411,"Valencia, Venezuela","#25Mar 
 #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV… https://t.co/aUUfOm1iQO"
GNB_CARABOBO,Valencia Edo. Carabobo,"#25Mar 
 #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV… https://t.co/DAsTFrhKzi"
asenred,Oriente Antioqueño,#Reporte Desde @Guatape_Ant por #CuarentenaNacional https://t.co/23jVsJuSnp
vive_tvoficial,"Final Av. Panteón, Caracas","#Reporte 🎥 | Desde el edo. Táchira, específicamente 7ma Avenida del Mcpio. San Cristobal, se puede visualizar que s… https://t.co/P6pk1pbO0V"
KilyOk,"San Rafael,Mendoza. Argentina.","#Reporte diario oficial
#CoronavirusArgentina ⤵️ https://t.co/4ys32OxgSk"
tiburon_vargas,Caracas Venezuela,@traffiCARACAS #25Mar Que esta pasando en #Petare que en el @solidario_gv comentaron que es #Noticia alguien que #REPORTE Gracias
CentralReedan,,#25Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 05:30 HLV @tutiempopereira https://t.co/rK0FXSrXmn
vive_tvoficial,"Final Av. Panteón, Caracas","#Reporte 🎥 | Desde la Av. 5 de julio de Puerto La Cruz, edo. Anzoátegui, podemos ver como se acatan las medidas de… https://t.co/pgWLneGIRi"
LaPiedadCity,"La Piedad, Michoacán",¡Buenos días a todos! La temperatura actual es de 14ºC y llegaremos hasta los 34 ºC el día de hoy. #Reporte #Clima #LaPiedad #Michoacan
FMCENTER,,Vía - @INAMEH: #25Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV  https://t.co/gKKm2oiwD3
PCivil_Ve,Caracas_Venezuela,#25Mar #INAMEHInforma Pronóstico de Oleaje #Reporte de las 05:30 HLV  #LaSolidaridadVenceAlCoronavirus https://t.co/C0xtE95Ncz
PCivil_Ve,Caracas_Venezuela,"#25Mar #INAMEHInforma Áreas nubladas productoras de precipitaciones y actividad eléctrica sobre Zulia, Amazonas y s… https://t.co/MhKUiW2cOI"
PCivil_Ve,Caracas_Venezuela,#25Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 05:30 HLV… https://t.co/neqNv4WwCi
PCivil_Ve,Caracas_Venezuela,#25Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV… https://t.co/BGNrDsf80V
INAMEH,Venezuela,#25Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV @tutiempopereira… https://t.co/jQZT5d3cxj
INAMEH,Venezuela,"#25Mar #INAMEHInforma Áreas nubladas productoras de precipitaciones en sur del Zulia, Amazonas y sur de Bolívar; nu… https://t.co/Aw50a2QdOH"
INAMEH,Venezuela,#25Mar #INAMEHInforma Pronóstico de Oleaje #Reporte de las 05:30 HLV @tutiempopereira @NestorLReverol… https://t.co/0fqB7PPFlQ
INAMEH,Venezuela,#25Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 05:30 HLV @tutiempopereira… https://t.co/ciNMwAqTis
INAMEH,Venezuela,"#25Mar #INAMEHInforma Áreas nubladas productoras de precipitaciones y actividad eléctrica sobre Zulia, Amazonas y s… https://t.co/bXO6UqBHON"
acontecer_,,"🆘️ #Reporte Hay un nuevo caso por #COVIDー19 en el estado de #Querétaro, da a conocer -esta noche- la @SSalud_Qro. S… https://t.co/ItPxKLbSaK"
