COD_INMUEBLE,NOM_SUCURSAL,NOM_BARRIO,NOM_CIUDAD,ESTRATO,TIPO_INMUEBLE,AREA,VLR_CANON,VLR_ADMINISTRACION,FECHA_CONSIGNACION,FECHA_RECONSIGNACION,FECHA_CONTRATO,COD_ESTADO_CONTRATO
5415,FLORIDABLANCA,EL BOSQUE,FLORIDABLANCA,CUATRO,CASA,46,680000,157000,'25/08/2010',,'17/01/2014',INACTIVO
5416,FLORIDABLANCA,EL BOSQUE,FLORIDABLANCA,CUATRO,APARTAMENTO,95,665860,157000,'25/08/2010',,'28/09/2012',INACTIVO
5417,FLORIDABLANCA,EL BOSQUE,FLORIDABLANCA,CUATRO,LOCAL,28,665860,157000,'25/08/2010',,'28/09/2012',INACTIVO
5418,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,53,790200,210600,'10/06/2010',,'15/02/2014',VIGENTE
5419,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,21,819520,210600,'10/06/2010',,'30/05/2012',INACTIVO
5420,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,53,757230,210600,'10/06/2010',,'26/01/2011',INACTIVO
5421,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,51,850000,210600,'24/03/2017','14/05/2019','05/09/2019',VIGENTE
5422,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,32,726110,210600,'24/03/2017','14/05/2019','18/03/2011',INACTIVO
5423,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,16,799030,210600,'24/03/2017','14/05/2019','13/07/2012',INACTIVO
5424,FLORIDABLANCA,BUCARICA,FLORIDABLANCA,TRES,LOCAL,26,535500,33000,'27/08/2010',,'08/02/2018',VIGENTE
5425,FLORIDABLANCA,BUCARICA,FLORIDABLANCA,TRES,CASA,89,564550,33000,'27/08/2010',,'12/02/2015',INACTIVO
5426,FLORIDABLANCA,BUCARICA,FLORIDABLANCA,TRES,CASA,28,427550,33000,'27/08/2010',,'19/10/2010',INACTIVO
5427,FLORIDABLANCA,LOS ANDES,FLORIDABLANCA,CUATRO,CASA,96,900000,0,'20/01/2011',,'30/04/2015',INACTIVO
5428,FLORIDABLANCA,LOS ANDES,FLORIDABLANCA,CUATRO,CASA,40,1141800,0,'20/01/2011',,'16/02/2018',VIGENTE
5429,FLORIDABLANCA,LOS ANDES,FLORIDABLANCA,CUATRO,CASA,95,866000,0,'20/01/2011',,'24/04/2012',INACTIVO
5430,FLORIDABLANCA,LOS ANDES,FLORIDABLANCA,CUATRO,LOCAL,22,1016180,0,'20/01/2011',,'30/04/2015',INACTIVO
5431,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,LOCAL,17,887630,305100,'03/09/2010',,'23/03/2012',INACTIVO
5432,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,CASA,52,887630,305100,'03/09/2010',,'23/03/2012',INACTIVO
5433,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,CASA,81,1061020,305100,'03/09/2010',,'12/03/2016',VIGENTE
5434,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,26,950000,251100,'03/09/2010',,'08/01/2020',INACTIVO
5435,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,49,1067700,251100,'03/09/2010',,'01/02/2015',INACTIVO
5436,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,65,1067700,251100,'03/09/2010',,'01/02/2015',INACTIVO
5437,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,22,964080,251100,'03/09/2010',,'29/06/2011',INACTIVO
5438,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,30,936810,251100,'03/09/2010',,'24/03/2017',INACTIVO
5439,FLORIDABLANCA,LOS ANDES,FLORIDABLANCA,CUATRO,CASA,20,877040,0,'06/11/2010',,'02/12/2010',INACTIVO
5440,FLORIDABLANCA,LOS ANDES,FLORIDABLANCA,CUATRO,APARTAMENTO,50,900000,0,'06/11/2010',,'22/10/2014',VIGENTE
5441,FLORIDABLANCA,LOS ANDES,FLORIDABLANCA,CUATRO,CASA,31,1217460,0,'06/11/2010',,'22/10/2014',INACTIVO
5442,FLORIDABLANCA,VILLAS DE SAN FRANCISCO,FLORIDABLANCA,TRES,APARTAMENTO,20,1100000,0,'22/06/2010',,'26/11/2020',VIGENTE
5443,FLORIDABLANCA,VILLAS DE SAN FRANCISCO,FLORIDABLANCA,TRES,LOCAL,22,722190,0,'22/06/2010',,'04/08/2010',INACTIVO
5444,FLORIDABLANCA,VILLAS DE SAN FRANCISCO,FLORIDABLANCA,TRES,APARTAMENTO,85,907984,0,'22/06/2010',,'14/09/2018',INACTIVO
5445,FLORIDABLANCA,VILLAS DE SAN FRANCISCO,FLORIDABLANCA,TRES,LOCAL,21,950860,0,'22/06/2010',,'24/11/2011',INACTIVO
5446,FLORIDABLANCA,LOS ANDES,FLORIDABLANCA,CUATRO,CASA,54,942480,0,'11/11/2010',,'07/12/2018',VIGENTE
5447,FLORIDABLANCA,LOS ANDES,FLORIDABLANCA,CUATRO,APARTAMENTO,51,701560,0,'11/11/2010',,'08/12/2010',INACTIVO
5448,FLORIDABLANCA,LOS ANDES,FLORIDABLANCA,CUATRO,APARTAMENTO,88,954170,0,'11/11/2010',,'26/01/2012',INACTIVO
5449,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,LOCAL,25,871710,263000,'13/11/2010','21/01/2019','03/12/2010',INACTIVO
5450,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,CASA,75,934200,263000,'13/11/2010','21/01/2019','02/03/2019',VIGENTE
5451,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,APARTAMENTO,39,934840,263000,'13/11/2010','21/01/2019','13/01/2016',INACTIVO
5452,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,22,850000,248100,'15/09/2010','27/01/2019','06/11/2020',VIGENTE
5453,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,96,467100,248100,'15/09/2010','27/01/2019','21/03/2019',INACTIVO
5454,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,29,936000,248100,'15/09/2010','27/01/2019','21/01/2017',INACTIVO
5455,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,78,865830,248100,'15/09/2010','27/01/2019','30/12/2010',INACTIVO
5456,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,23,900000,209900,'18/08/2017',,'20/11/2010',INACTIVO
5457,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,90,1019060,209900,'18/08/2017',,'27/08/2011',INACTIVO
5458,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,100,1114810,209900,'18/08/2017',,'21/10/2017',VIGENTE
5459,FLORIDABLANCA,FATIMA,FLORIDABLANCA,CUATRO,CASA,42,1000000,188000,'08/02/2011',,'07/01/2021',VIGENTE
5460,FLORIDABLANCA,FATIMA,FLORIDABLANCA,CUATRO,APARTAMENTO,92,777980,188000,'08/02/2011',,'27/04/2011',INACTIVO
5461,FLORIDABLANCA,FATIMA,FLORIDABLANCA,CUATRO,CASA,98,1071000,188000,'08/02/2011',,'30/06/2012',INACTIVO
5462,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,26,639650,209500,'21/09/2010',,'18/11/2010',INACTIVO
5463,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,13,803250,209500,'21/09/2010',,'30/10/2018',VIGENTE
5464,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,30,865100,209500,'21/09/2010',,'10/02/2012',INACTIVO
5465,FLORIDABLANCA,EL RECREO,FLORIDABLANCA,TRES,CASA,97,918710,0,'08/02/2011',,'05/03/2011',VIGENTE
5466,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,23,848030,240000,'24/09/2010',,'05/03/2011',VIGENTE
5467,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,23,1059080,249900,'27/07/2017',,'06/12/2017',VIGENTE
5468,FLORIDABLANCA,CALDAS,FLORIDABLANCA,CUATRO,APARTAMENTO,27,676590,149000,'13/02/2017',,'02/03/2017',INACTIVO
5469,FLORIDABLANCA,CALDAS,FLORIDABLANCA,CUATRO,APARTAMENTO,36,550000,149000,'13/02/2017',,'30/05/2019',VIGENTE
5470,FLORIDABLANCA,LAGOS II,FLORIDABLANCA,TRES,CASA,24,668880,141000,'08/05/2017',,'19/08/2017',VIGENTE
5471,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,65,696150,170000,'06/10/2017',,'29/06/2018',VIGENTE
5472,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,CASA,50,1031800,132800,'28/01/2017','30/01/2020','29/03/2017',INACTIVO
5473,FLORIDABLANCA,LAGOS III,FLORIDABLANCA,TRES,LOCAL,17,726600,173000,'28/01/2017',,'23/07/2019',VIGENTE
5474,FLORIDABLANCA,LAGOS III,FLORIDABLANCA,TRES,APARTAMENTO,88,707810,173000,'28/01/2017',,'07/03/2017',INACTIVO
5475,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,32,1353200,157700,'12/05/2017',,'24/11/2017',INACTIVO
5476,FLORIDABLANCA,VERSALLES I,FLORIDABLANCA,CINCO,CASA,35,1089900,250000,'15/07/2016','30/09/2019','30/10/2019',VIGENTE
5477,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,10,802665,233900,'15/07/2016',,'19/01/2017',VIGENTE
5478,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,CASA,37,850000,203000,'15/07/2016',,'28/11/2020',VIGENTE
5479,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,LOCAL,17,931320,203000,'15/07/2016',,'06/09/2016',INACTIVO
5480,FLORIDABLANCA,ANILLO VIAL,FLORIDABLANCA,CINCO,CASA,70,936810,200000,'30/09/2016',,'01/06/2017',INACTIVO
5481,FLORIDABLANCA,ABADIAS,FLORIDABLANCA,CINCO,CASA,49,850000,227000,'18/05/2016',,'20/07/2017',INACTIVO
5482,FLORIDABLANCA,ABADIAS,FLORIDABLANCA,CINCO,LOCAL,23,850000,227000,'18/05/2016',,'20/07/2017',INACTIVO
5483,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,APARTAMENTO,49,1373990,0,'20/05/2016',,'17/08/2016',INACTIVO
5484,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,LOCAL,19,1178900,262000,'18/03/2016',,'16/04/2016',VIGENTE
5485,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,APARTAMENTO,96,1557000,269300,'29/07/2016','19/06/2019','25/07/2019',VIGENTE
5486,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,LOCAL,29,1692000,269300,'29/07/2016','19/06/2019','10/12/2016',INACTIVO
5487,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,CASA,50,1500000,269300,'29/07/2016','19/06/2019','15/02/2018',INACTIVO
5488,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,30,935640,213000,'28/03/2016',,'02/06/2016',INACTIVO
5489,FLORIDABLANCA,FLORIDABLANCA,FLORIDABLANCA,TRES,LOCAL,15,773850,153400,'17/07/2018',,'22/12/2018',INACTIVO
5490,FLORIDABLANCA,FLORIDABLANCA,FLORIDABLANCA,TRES,LOCAL,22,850000,153400,'17/07/2018',,'11/08/2016',INACTIVO
5491,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,APARTAMENTO,76,1764600,409590,'29/07/2016',,'14/07/2017',VIGENTE
5492,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,LOCAL,26,1709000,409590,'29/07/2016',,'21/09/2016',INACTIVO
5493,FLORIDABLANCA,BELLAVISTA,FLORIDABLANCA,TRES,APARTAMENTO,41,621180,103200,'29/07/2016',,'22/01/2018',VIGENTE
5494,FLORIDABLANCA,BELLAVISTA,FLORIDABLANCA,TRES,CASA,46,613350,103200,'29/07/2016',,'27/08/2016',INACTIVO
5495,FLORIDABLANCA,LAGOS I,FLORIDABLANCA,CUATRO,CASA,99,963900,328000,'30/03/2016',,'30/10/2018',VIGENTE
5496,FLORIDABLANCA,LAGOS I,FLORIDABLANCA,CUATRO,APARTAMENTO,43,953260,328000,'30/03/2016',,'01/06/2016',INACTIVO
5497,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,APARTAMENTO,77,1374750,259000,'29/07/2016',,'14/12/2016',INACTIVO
5498,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,APARTAMENTO,22,1338760,259000,'29/07/2016',,'21/09/2018',VIGENTE
5499,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,SEIS,LOCAL,25,2091430,510000,'04/08/2016','27/07/2019','01/11/2016',INACTIVO
5500,FLORIDABLANCA,PALOMITAS,FLORIDABLANCA,TRES,APARTAMENTO,53,753210,164000,'27/03/2018',,'29/11/2018',VIGENTE
5501,FLORIDABLANCA,CENTRO,FLORIDABLANCA,TRES,APARTAMENTO,41,1300000,0,'28/03/2018',,'14/06/2019',VIGENTE
5502,FLORIDABLANCA,CENTRO,FLORIDABLANCA,TRES,LOCAL,25,1200000,0,'28/03/2018',,'31/05/2019',INACTIVO
5503,FLORIDABLANCA,VERSALLES,BARRANCABERMEJA,CINCO,APARTAMENTO,39,976220,200000,'31/05/2018',,'30/07/2018',VIGENTE
5504,FLORIDABLANCA,VERSALLES,BARRANCABERMEJA,CINCO,CASA,39,940480,200000,'31/05/2018',,'30/07/2018',INACTIVO
5505,FLORIDABLANCA,EL RECREO,FLORIDABLANCA,CUATRO,APARTAMENTO,42,1017450,209000,'02/06/2018',,'30/08/2018',VIGENTE
5506,FLORIDABLANCA,CARACOLI,FLORIDABLANCA,DOS,LOCAL,26,803260,0,'30/11/2017',,'08/02/2018',VIGENTE
5507,FLORIDABLANCA,LAGOS III,FLORIDABLANCA,CUATRO,LOCAL,30,897670,220500,'30/11/2017',,'07/02/2018',INACTIVO
5508,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,SEIS,APARTAMENTO,57,3630400,0,'06/06/2018','10/03/2020','01/04/2015',INACTIVO
5509,FLORIDABLANCA,VERSALLES II,FLORIDABLANCA,CINCO,APARTAMENTO,30,1392310,228000,'28/03/2018',,'27/04/2018',VIGENTE
5510,FLORIDABLANCA,ABADIAS,FLORIDABLANCA,CINCO,APARTAMENTO,27,1100000,332000,'23/02/2018',,'04/12/2020',VIGENTE
5511,FLORIDABLANCA,ABADIAS,FLORIDABLANCA,CINCO,CASA,62,1297500,332000,'23/02/2018',,'28/08/2019',INACTIVO
5512,FLORIDABLANCA,ABADIAS,FLORIDABLANCA,CINCO,LOCAL,22,1200000,332000,'23/02/2018',,'25/06/2018',INACTIVO
5513,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,17,1144000,271000,'26/12/2017',,'27/01/2018',INACTIVO
5514,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,45,1141800,271000,'26/12/2017',,'22/02/2019',VIGENTE
5515,FLORIDABLANCA,BELLAVISTA,FLORIDABLANCA,SEIS,APARTAMENTO,66,402000,0,'26/02/2018',,'01/09/2012',VIGENTE
5516,FLORIDABLANCA,ABADIAS,FLORIDABLANCA,CINCO,LOCAL,21,860000,213000,'13/04/2018',,'15/10/2020',VIGENTE
5517,FLORIDABLANCA,ABADIAS,FLORIDABLANCA,CINCO,CASA,80,877030,213000,'13/04/2018',,'29/06/2018',INACTIVO
5518,FLORIDABLANCA,FLORIDABLANCA,FLORIDABLANCA,TRES,CASA,66,589050,120600,'13/04/2018',,'30/08/2018',VIGENTE
5519,FLORIDABLANCA,ANDALUCIA,FLORIDABLANCA,CUATRO,CASA,58,1285210,0,'27/12/2017',,'14/02/2018',VIGENTE
5520,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,CASA,73,2237940,339000,'26/02/2018',,'01/09/2017',INACTIVO
5521,FLORIDABLANCA,BELLAVISTA,FLORIDABLANCA,SIN ASIGNAR,CASA,84,412590,0,'26/02/2018',,'01/09/2016',VIGENTE
5522,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,SIN ASIGNAR,APARTAMENTO,96,830000,172000,'26/02/2018',,'01/11/2016',VIGENTE
5523,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,35,1300000,197600,'23/04/2018',,'19/12/2020',VIGENTE
5524,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,49,1100000,197600,'23/04/2018',,'12/11/2019',INACTIVO
5525,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,32,1050000,197600,'23/04/2018',,'15/08/2018',INACTIVO
5526,FLORIDABLANCA,EL RECREO,FLORIDABLANCA,CUATRO,LOCAL,30,720000,163000,'30/06/2018',,'16/11/2018',VIGENTE
5527,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,SEIS,LOCAL,17,1835880,572038,'30/12/2017',,'01/03/2018',INACTIVO
5528,FLORIDABLANCA,BELLAVISTA,FLORIDABLANCA,TRES,LOCAL,16,578340,103200,'09/01/2018',,'29/05/2018',VIGENTE
5529,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,SIN ASIGNAR,LOCAL,24,1611000,296000,'26/02/2018',,'01/12/2017',INACTIVO
5530,FLORIDABLANCA,ANILLO VIAL,FLORIDABLANCA,COMERCIAL,LOCAL,26,1940400,325000,'28/10/2017',,'30/08/2019',VIGENTE
5531,FLORIDABLANCA,ABADIAS,FLORIDABLANCA,CINCO,LOCAL,23,1071010,217000,'10/01/2018',,'15/02/2018',VIGENTE
5532,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,74,963910,278000,'18/01/2018',,'28/02/2018',VIGENTE
5533,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,APARTAMENTO,34,1877480,502000,'30/04/2018',,'09/06/2018',VIGENTE
5534,FLORIDABLANCA,LA PENINSULA,FLORIDABLANCA,CINCO,LOCAL,12,963900,248520,'26/02/2018',,'06/04/2018',VIGENTE
5535,FLORIDABLANCA,ABADIAS,FLORIDABLANCA,CINCO,LOCAL,27,750000,207000,'26/02/2018',,'18/02/2020',INACTIVO
5536,FLORIDABLANCA,ABADIAS,FLORIDABLANCA,CINCO,LOCAL,16,700000,207000,'26/02/2018',,'08/06/2018',INACTIVO
5537,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,CASA,27,749700,203000,'30/01/2018',,'27/04/2018',VIGENTE
5538,FLORIDABLANCA,EL BOSQUE,FLORIDABLANCA,TRES,APARTAMENTO,40,696160,141000,'24/01/2018',,'24/02/2018',VIGENTE
5539,FLORIDABLANCA,TORRES DE CAÑAVERA,FLORIDABLANCA,CINCO,CASA,55,1178100,432600,'30/04/2018',,'18/07/2018',INACTIVO
5540,FLORIDABLANCA,FLORIDABLANCA,FLORIDABLANCA,TRES,LOCAL,30,728280,0,'16/12/2009',,'12/05/2018',VIGENTE
5541,FLORIDABLANCA,FLORIDABLANCA,FLORIDABLANCA,TRES,LOCAL,16,521320,0,'16/12/2009',,'09/02/2010',INACTIVO
5542,FLORIDABLANCA,FLORIDABLANCA,FLORIDABLANCA,TRES,APARTAMENTO,26,620600,0,'16/12/2009',,'07/01/2016',INACTIVO
5543,FLORIDABLANCA,FLORIDABLANCA,FLORIDABLANCA,TRES,LOCAL,23,676590,0,'16/12/2009',,'04/02/2017',INACTIVO
5544,FLORIDABLANCA,EL BOSQUE,FLORIDABLANCA,CUATRO,APARTAMENTO,34,656190,147000,'08/04/2010',,'17/04/2010',VIGENTE
5545,FLORIDABLANCA,ANILLO VIAL,FLORIDABLANCA,CUATRO,LOCAL,20,1166880,208000,'19/08/2017',,'25/09/2017',VIGENTE
5546,FLORIDABLANCA,ANILLO VIAL,FLORIDABLANCA,CUATRO,CASA,55,1028370,208000,'19/08/2017',,'18/01/2012',INACTIVO
5547,FLORIDABLANCA,ANILLO VIAL,FLORIDABLANCA,CUATRO,APARTAMENTO,96,841870,208000,'19/08/2017',,'24/11/2009',INACTIVO
5548,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,17,669500,244400,'30/09/2009',,'21/01/2010',INACTIVO
5549,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,86,881110,244400,'30/09/2009',,'16/01/2014',INACTIVO
5550,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,99,722570,244400,'30/09/2009',,'07/07/2011',INACTIVO
5551,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,87,1003330,244400,'30/09/2009',,'30/01/2017',VIGENTE
5552,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,75,960930,244400,'30/09/2009',,'13/06/2015',INACTIVO
5553,FLORIDABLANCA,BUCARICA,FLORIDABLANCA,TRES,APARTAMENTO,29,454190,33000,'30/09/2009',,'14/11/2009',INACTIVO
5554,FLORIDABLANCA,BUCARICA,FLORIDABLANCA,TRES,CASA,20,613150,33000,'30/09/2009',,'28/04/2017',VIGENTE
5555,FLORIDABLANCA,EL LIMONCITO,FLORIDABLANCA,TRES,CASA,98,793130,157000,'13/04/2010',,'09/08/2016',INACTIVO
5556,FLORIDABLANCA,EL LIMONCITO,FLORIDABLANCA,TRES,APARTAMENTO,25,588610,157000,'13/04/2010',,'22/05/2010',INACTIVO
5557,FLORIDABLANCA,EL LIMONCITO,FLORIDABLANCA,TRES,CASA,95,728280,157000,'13/04/2010',,'06/01/2018',VIGENTE
5558,FLORIDABLANCA,EL LIMONCITO,FLORIDABLANCA,TRES,APARTAMENTO,54,671150,157000,'13/04/2010',,'12/10/2012',INACTIVO
5559,FLORIDABLANCA,BUCARICA,FLORIDABLANCA,TRES,APARTAMENTO,77,420000,86600,'07/01/2010',,'21/10/2020',VIGENTE
5560,FLORIDABLANCA,BUCARICA,FLORIDABLANCA,TRES,APARTAMENTO,58,447590,86600,'07/01/2010',,'06/09/2017',INACTIVO
5561,FLORIDABLANCA,BUCARICA,FLORIDABLANCA,TRES,APARTAMENTO,38,533850,86600,'07/01/2010',,'01/08/2015',INACTIVO
5562,FLORIDABLANCA,BUCARICA,FLORIDABLANCA,TRES,LOCAL,16,405470,86600,'07/01/2010',,'12/03/2010',INACTIVO
5563,FLORIDABLANCA,EL BOSQUE,FLORIDABLANCA,TRES,CASA,48,493340,141000,'22/04/2010',,'08/05/2010',INACTIVO
5564,FLORIDABLANCA,EL BOSQUE,FLORIDABLANCA,TRES,CASA,23,798060,141000,'22/04/2010',,'07/11/2013',VIGENTE
5565,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,76,830000,210600,'15/01/2010',,'25/09/2020',VIGENTE
5566,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,29,830000,210600,'15/01/2010',,'30/07/2019',INACTIVO
5567,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,64,1051630,210600,'15/01/2010',,'30/01/2014',INACTIVO
5568,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,20,799030,210600,'15/01/2010',,'25/07/2012',INACTIVO
5569,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,84,749130,210600,'15/01/2010',,'17/04/2010',INACTIVO
5570,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,42,947810,220300,'21/01/2010',,'01/03/2010',VIGENTE
5571,FLORIDABLANCA,LAGOS III,FLORIDABLANCA,CUATRO,CASA,99,908600,186000,'31/05/2016',,'13/08/2016',INACTIVO
5572,FLORIDABLANCA,EL TEJAR,BUCARAMANGA,CINCO,LOCAL,26,1374750,240000,'31/05/2016',,'29/06/2016',INACTIVO
5573,FLORIDABLANCA,EL TEJAR,BUCARAMANGA,CINCO,LOCAL,17,1746652,240000,'31/05/2016',,'25/11/2017',VIGENTE
5574,FLORIDABLANCA,LOS ANDES,FLORIDABLANCA,CUATRO,APARTAMENTO,74,850000,0,'18/08/2016',,'12/09/2020',VIGENTE
5575,FLORIDABLANCA,LOS ANDES,FLORIDABLANCA,CUATRO,CASA,92,877030,0,'18/08/2016',,'03/09/2016',INACTIVO
5576,FLORIDABLANCA,FLORIDABLANCA,FLORIDABLANCA,CUATRO,LOCAL,11,840000,229000,'10/11/2016',,'12/01/2017',INACTIVO
5577,FLORIDABLANCA,FLORIDABLANCA,FLORIDABLANCA,CUATRO,APARTAMENTO,41,856810,229000,'10/11/2016',,'23/02/2018',VIGENTE
5578,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,67,730000,181300,'26/01/2018','15/01/2020','30/10/2020',VIGENTE
5579,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,65,525000,181300,'26/01/2018','15/01/2020','05/02/2020',INACTIVO
5580,FLORIDABLANCA,BUCARICA,FLORIDABLANCA,TRES,CASA,35,557170,0,'16/11/2016',,'05/01/2017',INACTIVO
5581,FLORIDABLANCA,LAGOS III,FLORIDABLANCA,TRES,LOCAL,11,877030,200000,'08/04/2016',,'26/09/2018',VIGENTE
5582,FLORIDABLANCA,LAGOS III,FLORIDABLANCA,TRES,APARTAMENTO,35,880600,200000,'08/04/2016',,'27/05/2016',INACTIVO
5583,FLORIDABLANCA,LAGOS I,FLORIDABLANCA,CUATRO,CASA,91,830400,263000,'11/04/2016',,'23/11/2019',VIGENTE
5584,FLORIDABLANCA,LAGOS I,FLORIDABLANCA,CUATRO,APARTAMENTO,69,868860,263000,'11/04/2016',,'14/05/2016',INACTIVO
5585,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,26,700000,176700,'11/04/2016',,'12/04/2019',VIGENTE
5586,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,17,728630,176700,'11/04/2016',,'18/12/2017',INACTIVO
5587,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,48,846000,176700,'11/04/2016',,'23/04/2016',INACTIVO
5588,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,82,880600,197000,'09/06/2016',,'18/06/2016',INACTIVO
5589,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,APARTAMENTO,73,882300,281295,'16/11/2016',,'04/01/2019',VIGENTE
5590,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,APARTAMENTO,75,850000,281295,'16/11/2016',,'04/01/2019',INACTIVO
5591,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,22,943120,270000,'17/11/2016',,'26/12/2016',VIGENTE
