COD_INMUEBLE,NOM_SUCURSAL,NOM_BARRIO,NOM_CIUDAD,ESTRATO,TIPO_INMUEBLE,AREA,VLR_CANON,VLR_ADMINISTRACION,FECHA_CONSIGNACION,FECHA_RECONSIGNACION,FECHA_CONTRATO,COD_ESTADO_CONTRATO
1,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,CUATRO,APARTAMENTO,23,632600,167400,'10/09/2020',,'12/09/2020',VIGENTE
2,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,LOCAL,11,500000,0,'11/04/2018',,'26/11/2020',VIGENTE
3,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,APARTAMENTO,24,500000,0,'11/04/2018',,'22/06/2019',INACTIVO
4,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,LOCAL,20,515900,0,'11/04/2018',,'18/04/2018',INACTIVO
5,BARRANCABERMEJA,TORCOROMA,BARRANCABERMEJA,TRES,APARTAMENTO,33,729000,271000,'22/09/2020',,'24/10/2020',VIGENTE
6,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,CASA,23,520600,129400,'21/10/2020',,'30/10/2020',VIGENTE
7,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,27,650000,0,'19/06/2020',,'30/07/2020',INACTIVO
8,BARRANCABERMEJA,GALAN GOMEZ,BARRANCABERMEJA,CUATRO,CASA,97,780000,0,'06/12/2019',,'21/02/2020',INACTIVO
9,BARRANCABERMEJA,LA LIBERTAD,BARRANCABERMEJA,CUATRO,LOCAL,29,1100000,170000,'07/07/2020',,'29/09/2020',VIGENTE
10,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CUATRO,CASA,52,744000,156000,'24/01/2020',,'30/01/2020',VIGENTE
11,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,CUATRO,CASA,55,900000,307440,'24/06/2020',,'10/07/2020',VIGENTE
12,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CUATRO,CASA,31,900000,158000,'23/07/2020',,'10/09/2020',VIGENTE
13,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,14,600000,0,'15/12/2020',,'22/12/2020',VIGENTE
14,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,CUATRO,APARTAMENTO,79,1300000,329400,'19/11/2020',,'15/12/2020',VIGENTE
15,BARRANCABERMEJA,TORCOROMA,BARRANCABERMEJA,CUATRO,APARTAMENTO,87,721000,279000,'09/07/2020',,'14/09/2020',VIGENTE
16,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,CASA,53,1000000,0,'25/11/2019',,'17/12/2020',VIGENTE
17,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,CASA,63,986100,0,'25/11/2019',,'26/11/2019',INACTIVO
18,BARRANCABERMEJA,GALAN GOMEZ,BARRANCABERMEJA,CUATRO,APARTAMENTO,42,850000,0,'22/11/2019',,'28/08/2020',VIGENTE
19,BARRANCABERMEJA,GALAN GOMEZ,BARRANCABERMEJA,CUATRO,CASA,44,850000,0,'22/11/2019',,'23/11/2019',INACTIVO
20,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,LOCAL,11,882300,0,'25/11/2019',,'29/11/2019',INACTIVO
21,BARRANCABERMEJA,LA LIBERTAD,BARRANCABERMEJA,TRES,CASA,82,1000000,0,'06/07/2020',,'25/07/2020',VIGENTE
22,BARRANCABERMEJA,TORCOROMA,BARRANCABERMEJA,CUATRO,APARTAMENTO,85,900000,192000,'23/07/2020',,'31/07/2020',VIGENTE
23,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CUATRO,APARTAMENTO,58,900000,158000,'23/07/2020',,'30/07/2020',VIGENTE
24,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,APARTAMENTO,91,726600,0,'12/02/2019',,'23/02/2019',VIGENTE
25,BARRANCABERMEJA,LA PENINSULA,BARRANCABERMEJA,DOS,CASA,74,516300,103700,'09/07/2020',,'26/08/2020',VIGENTE
26,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,CASA,86,900000,0,'20/09/2019',,'29/07/2020',VIGENTE
27,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,APARTAMENTO,46,1000000,0,'20/09/2019',,'30/12/2019',INACTIVO
28,BARRANCABERMEJA,VILLA ROSA,BARRANCABERMEJA,CUATRO,CASA,46,609484,190516,'24/02/2020','24/02/2020','03/10/2020',VIGENTE
29,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,TRES,APARTAMENTO,74,674700,0,'19/09/2019',,'28/09/2019',VIGENTE
30,BARRANCABERMEJA,VERSALLES,BARRANCABERMEJA,DOS,CASA,67,550000,0,'29/11/2019',,'17/12/2019',INACTIVO
31,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,26,620000,0,'24/01/2020',,'01/02/2020',VIGENTE
32,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,LOCAL,18,800000,0,'29/01/2020',,'31/01/2020',VIGENTE
33,BARRANCABERMEJA,GALAN GOMEZ,BARRANCABERMEJA,CUATRO,LOCAL,30,900000,0,'30/01/2020',,'29/02/2020',VIGENTE
34,BARRANCABERMEJA,CINCUENTENARIO,BARRANCABERMEJA,TRES,LOCAL,30,700000,0,'19/09/2019',,'07/12/2019',INACTIVO
35,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,LOCAL,12,570000,0,'16/10/2019',,'31/01/2020',VIGENTE
36,BARRANCABERMEJA,VILLA ROSA,BARRANCABERMEJA,TRES,LOCAL,22,672102,188572,'20/02/2020',,'29/02/2020',VIGENTE
37,BARRANCABERMEJA,PARNASO,BARRANCABERMEJA,TRES,APARTAMENTO,68,850000,0,'11/12/2019',,'01/09/2020',VIGENTE
38,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,CUATRO,CASA,62,934200,186000,'26/08/2019',,'16/10/2019',VIGENTE
39,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,CUATRO,CASA,82,934200,175000,'27/08/2019',,'28/09/2019',VIGENTE
40,BARRANCABERMEJA,VILLA ROSA,BARRANCABERMEJA,CUATRO,LOCAL,20,674700,186628,'06/08/2019',,'14/09/2019',VIGENTE
41,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,APARTAMENTO,55,986100,0,'18/12/2019',,'28/12/2019',VIGENTE
42,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,TRES,CASA,88,550000,0,'26/09/2019',,'30/09/2019',VIGENTE
43,BARRANCABERMEJA,VERSALLES,BARRANCABERMEJA,UNO,CASA,91,570900,0,'06/06/2019',,'16/07/2019',VIGENTE
44,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,26,622800,0,'23/01/2019','23/01/2019','02/02/2019',INACTIVO
45,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,15,650000,0,'12/02/2019',,'29/07/2020',VIGENTE
46,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,APARTAMENTO,56,622800,0,'12/02/2019',,'28/03/2019',INACTIVO
47,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,TRES,APARTAMENTO,67,1000000,0,'25/06/2019','25/06/2019','27/06/2020',VIGENTE
48,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,TRES,APARTAMENTO,83,900000,0,'25/06/2019','25/06/2019','08/07/2019',INACTIVO
49,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,LOCAL,12,500000,0,'03/08/2019',,'09/08/2019',INACTIVO
50,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,TRES,LOCAL,12,600000,167400,'06/08/2019',,'12/09/2020',PRE
51,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,TRES,APARTAMENTO,59,600000,167400,'06/08/2019',,'12/09/2020',VIGENTE
52,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,TRES,APARTAMENTO,44,466080,167400,'06/08/2019',,'27/08/2019',INACTIVO
53,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,CUATRO,LOCAL,13,800000,230000,'27/02/2019','27/02/2019','11/05/2019',VIGENTE
54,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,CASA,94,519000,143600,'15/08/2019',,'27/09/2019',VIGENTE
55,BARRANCABERMEJA,TORCOROMA,BARRANCABERMEJA,CUATRO,LOCAL,20,665270,130000,'21/03/2019',,'01/05/2015',VIGENTE
56,BARRANCABERMEJA,SANTANA,BARRANCABERMEJA,TRES,APARTAMENTO,56,1676540,0,'25/03/2019',,'20/03/2014',VIGENTE
57,BARRANCABERMEJA,VILLA ROSA,BARRANCABERMEJA,TRES,CASA,53,572000,188572,'26/03/2019','26/03/2019','30/01/2020',VIGENTE
58,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,,CASA,80,415200,143600,'21/01/2019',,'25/01/2019',VIGENTE
59,BARRANCABERMEJA,EL RECREO,BARRANCABERMEJA,,LOCAL,12,1692800,0,'06/03/2019','06/03/2019','08/03/2019',VIGENTE
60,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,,LOCAL,11,367100,0,'26/03/2019','26/03/2019','13/04/2019',VIGENTE
61,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,,LOCAL,14,1800000,0,'22/03/2019',,'20/10/2020',VIGENTE
62,BARRANCABERMEJA,EL RECREO,BARRANCABERMEJA,,CASA,91,722260,0,'25/03/2019','25/03/2019','04/01/2017',INACTIVO
63,BARRANCABERMEJA,EL PARNASO,BARRANCABERMEJA,,LOCAL,23,1660800,0,'01/04/2019',,'02/04/2019',VIGENTE
64,BARRANCABERMEJA,LA FLORESTA,BARRANCABERMEJA,,LOCAL,20,828620,287000,'24/05/2019',,'30/05/2019',VIGENTE
65,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,,LOCAL,19,2812500,0,'30/05/2019',,'27/08/2019',VIGENTE
66,BARRANCABERMEJA,LA FLORESTA,BARRANCABERMEJA,,CASA,78,850000,249000,'06/06/2019',,'06/12/2019',INACTIVO
67,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,,APARTAMENTO,46,700000,260500,'07/05/2019',,'10/02/2020',VIGENTE
68,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,APARTAMENTO,86,646500,260500,'07/05/2019',,'16/05/2019',INACTIVO
69,BARRANCABERMEJA,BUENOS AIRES,BARRANCABERMEJA,SEIS,APARTAMENTO,85,1174090,0,'29/01/2019',,'04/08/2017',VIGENTE
70,BARRANCABERMEJA,EL RECREO,BARRANCABERMEJA,CUATRO,LOCAL,10,1141800,0,'29/01/2019',,'01/01/2019',VIGENTE
71,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,APARTAMENTO,51,519000,0,'30/01/2019','30/01/2019','07/06/2019',VIGENTE
72,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CUATRO,CASA,23,879400,261000,'07/02/2019',,'09/03/2019',VIGENTE
73,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,24,622800,0,'12/02/2019',,'27/07/2019',VIGENTE
74,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,13,650000,0,'12/02/2019',,'01/08/2019',VIGENTE
75,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,APARTAMENTO,21,1000000,0,'11/12/2019',,'16/07/2020',VIGENTE
76,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,APARTAMENTO,65,850000,0,'20/09/2019',,'17/07/2020',VIGENTE
77,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,CASA,88,850000,0,'13/12/2019',,'18/01/2020',VIGENTE
78,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,CASA,71,850000,0,'30/01/2020',,'28/02/2020',VIGENTE
79,BARRANCABERMEJA,LA CAMPANA,BARRANCABERMEJA,SEIS,CASA,33,14385440,0,'29/01/2019',,'16/01/2019',VIGENTE
80,BARRANCABERMEJA,GALAN GOMEZ,BARRANCABERMEJA,TRES,LOCAL,27,600000,0,'05/08/2020',,'25/09/2020',VIGENTE
81,BARRANCABERMEJA,GALAN GOMEZ,BARRANCABERMEJA,CUATRO,CASA,74,1500000,0,'08/09/2020',,'05/11/2020',VIGENTE
82,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,CUATRO,CASA,42,934200,175000,'27/08/2019',,'14/09/2019',VIGENTE
83,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,CUATRO,APARTAMENTO,50,900000,175000,'27/08/2019',,'14/09/2019',INACTIVO
84,BARRANCABERMEJA,EL CERRO,BARRANCABERMEJA,DOS,LOCAL,14,500000,0,'26/02/2020',,'10/06/2020',VIGENTE
85,BARRANCABERMEJA,TORCOROMA,BARRANCABERMEJA,TRES,CASA,51,580000,0,'10/01/2020',,'29/01/2020',VIGENTE
86,BARRANCABERMEJA,AGUAS CLARAS,BARRANCABERMEJA,CUATRO,APARTAMENTO,73,900000,0,'27/01/2020',,'24/02/2020',VIGENTE
87,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,UNO,LOCAL,30,500000,40500,'12/02/2018',,'05/05/2018',VIGENTE
88,BARRANCABERMEJA,BUENOS AIRES,BARRANCABERMEJA,UNO,APARTAMENTO,100,1269600,0,'12/02/2018',,'17/05/2019',VIGENTE
89,BARRANCABERMEJA,CINCUENTENARIO,BARRANCABERMEJA,TRES,APARTAMENTO,64,850000,0,'05/12/2017','27/04/2019','12/11/2020',VIGENTE
90,BARRANCABERMEJA,CINCUENTENARIO,BARRANCABERMEJA,TRES,APARTAMENTO,48,934200,0,'05/12/2017','27/04/2019','22/05/2019',INACTIVO
91,BARRANCABERMEJA,CINCUENTENARIO,BARRANCABERMEJA,TRES,LOCAL,16,1000000,0,'05/12/2017','27/04/2019','28/03/2018',INACTIVO
92,BARRANCABERMEJA,LA FLORESTA,BARRANCABERMEJA,TRES,LOCAL,25,1031800,0,'06/12/2017',,'17/02/2018',INACTIVO
93,BARRANCABERMEJA,LA FLORESTA,BARRANCABERMEJA,TRES,CASA,87,1245600,0,'06/12/2017',,'28/08/2019',INACTIVO
94,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,UNO,APARTAMENTO,35,480000,0,'09/04/2018',,'20/06/2019',INACTIVO
95,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,UNO,CASA,59,600000,0,'09/04/2018',,'30/04/2018',INACTIVO
96,BARRANCABERMEJA,VILLA ROSA,BARRANCABERMEJA,CUATRO,APARTAMENTO,22,597620,186628,'27/12/2017',,'25/01/2018',VIGENTE
97,BARRANCABERMEJA,PARNASO,BARRANCABERMEJA,CINCO,APARTAMENTO,99,970530,200530,'27/12/2017',,'01/08/2019',VIGENTE
98,BARRANCABERMEJA,PARNASO,BARRANCABERMEJA,CINCO,CASA,82,979200,200530,'27/12/2017',,'30/12/2017',INACTIVO
99,BARRANCABERMEJA,CINCUENTENARIO,BARRANCABERMEJA,TRES,CASA,52,700000,0,'22/06/2018',,'20/11/2020',VIGENTE
100,BARRANCABERMEJA,CINCUENTENARIO,BARRANCABERMEJA,TRES,CASA,30,670670,0,'22/06/2018',,'01/09/2018',INACTIVO
101,BARRANCABERMEJA,LA LIBERTAD,BARRANCABERMEJA,TRES,CASA,53,2350000,0,'23/06/2018',,'07/11/2020',VIGENTE
102,BARRANCABERMEJA,LA LIBERTAD,BARRANCABERMEJA,TRES,CASA,42,1911240,0,'23/06/2018',,'12/07/2018',INACTIVO
103,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,LOCAL,15,963900,0,'30/06/2018',,'13/09/2018',INACTIVO
104,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,APARTAMENTO,97,415200,130500,'28/10/2017',,'20/03/2019',VIGENTE
105,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,LOCAL,20,400000,130500,'28/10/2017',,'28/07/2018',INACTIVO
106,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,CASA,23,395520,139200,'28/10/2017',,'07/12/2018',VIGENTE
107,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,CASA,70,376100,139200,'28/10/2017',,'06/04/2018',INACTIVO
108,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,LOCAL,17,464600,130500,'31/08/2018',,'01/02/2018',INACTIVO
109,BARRANCABERMEJA,URIBE URIBE,BARRANCABERMEJA,TRES,CASA,51,483310,0,'30/10/2017',,'16/11/2017',VIGENTE
110,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,CASA,86,749710,0,'24/01/2018',,'30/01/2018',VIGENTE
111,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,CUATRO,APARTAMENTO,24,1000000,296585,'29/01/2018',,'23/06/2020',VIGENTE
112,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,CUATRO,APARTAMENTO,56,725320,296585,'29/01/2018',,'01/02/2018',INACTIVO
113,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,CUATRO,APARTAMENTO,48,840240,296585,'29/01/2018',,'27/12/2018',INACTIVO
114,BARRANCABERMEJA,LIBERTAD (6),BARRANCABERMEJA,TRES,CASA,40,900000,0,'18/05/2018',,'31/01/2020',VIGENTE
115,BARRANCABERMEJA,LIBERTAD (6),BARRANCABERMEJA,TRES,CASA,46,1134980,0,'18/05/2018',,'22/05/2018',INACTIVO
116,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,SIN ASIGNAR,LOCAL,21,500000,0,'17/03/2018',,'30/04/2019',VIGENTE
117,BARRANCABERMEJA,PARNASO,BARRANCABERMEJA,CUATRO,APARTAMENTO,96,705790,151000,'27/11/2017',,'24/05/2018',VIGENTE
118,BARRANCABERMEJA,VERSALLES,BARRANCABERMEJA,UNO,APARTAMENTO,60,560000,0,'01/02/2018',,'11/02/2018',INACTIVO
119,BARRANCABERMEJA,VERSALLES,BARRANCABERMEJA,UNO,CASA,71,519000,0,'01/02/2018',,'30/04/2019',INACTIVO
120,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,SEIS,CASA,88,1250000,0,'28/09/2017',,'25/08/2018',INACTIVO
121,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,TRES,LOCAL,20,668880,0,'09/05/2017',,'12/08/2017',VIGENTE
122,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,CASA,78,717580,0,'29/09/2017',,'21/12/2018',VIGENTE
123,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,CASA,88,676590,0,'29/09/2017',,'20/10/2017',INACTIVO
124,BARRANCABERMEJA,URIBE URIBE,BARRANCABERMEJA,TRES,CASA,62,589050,0,'29/09/2017',,'13/10/2017',VIGENTE
125,BARRANCABERMEJA,URIBE URIBE,BARRANCABERMEJA,TRES,LOCAL,10,567490,0,'29/09/2017',,'13/10/2017',INACTIVO
126,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,APARTAMENTO,57,2123070,0,'12/08/2017',,'21/09/2017',VIGENTE
127,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,CASA,30,630000,226800,'19/05/2017',,'21/08/2019',INACTIVO
128,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,APARTAMENTO,27,629470,226800,'19/05/2017',,'20/05/2017',INACTIVO
129,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,LOCAL,16,1500000,0,'27/05/2017',,'11/08/2017',INACTIVO
130,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,LOCAL,17,1669200,0,'27/05/2017',,'24/05/2018',VIGENTE
131,BARRANCABERMEJA,SECTOR COMERCIAL,BARRANCABERMEJA,CUATRO,APARTAMENTO,73,732650,292800,'30/05/2017',,'07/06/2017',INACTIVO
132,BARRANCABERMEJA,URIBE URIBE,BARRANCABERMEJA,TRES,APARTAMENTO,52,670670,0,'31/05/2017',,'04/06/2017',VIGENTE
133,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,TRES,LOCAL,18,698110,0,'19/10/2017',,'21/10/2017',INACTIVO
134,BARRANCABERMEJA,TORCOROMA,BARRANCABERMEJA,CUATRO,LOCAL,12,830000,358000,'24/08/2017',,'18/02/2020',VIGENTE
135,BARRANCABERMEJA,TORCOROMA,BARRANCABERMEJA,CUATRO,LOCAL,10,800000,358000,'24/08/2017',,'06/04/2019',INACTIVO
136,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,CUATRO,CASA,38,1071000,0,'14/06/2017',,'27/09/2018',VIGENTE
137,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,CUATRO,APARTAMENTO,84,1144990,0,'14/06/2017',,'17/06/2017',INACTIVO
138,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,APARTAMENTO,85,557400,0,'28/08/2017',,'11/09/2017',INACTIVO
139,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,16,520450,0,'28/08/2017',,'11/09/2017',INACTIVO
140,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,UNO,CASA,31,450000,0,'24/06/2017',,'07/07/2017',VIGENTE
141,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,UNO,LOCAL,27,540450,0,'24/06/2017',,'07/07/2017',INACTIVO
142,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,UNO,LOCAL,19,2747520,0,'30/06/2017',,'21/07/2017',VIGENTE
143,BARRANCABERMEJA,COVIBA,BARRANCABERMEJA,TRES,CASA,57,570900,0,'18/09/2017',,'11/01/2019',VIGENTE
144,BARRANCABERMEJA,COVIBA,BARRANCABERMEJA,TRES,APARTAMENTO,56,624540,0,'18/09/2017',,'20/09/2017',INACTIVO
145,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,LOCAL,28,500000,0,'19/04/2017',,'05/08/2019',INACTIVO
146,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,LOCAL,17,438410,0,'19/04/2017',,'26/04/2017',INACTIVO
147,BARRANCABERMEJA,OLAYA HERRERA (6),BARRANCABERMEJA,TRES,APARTAMENTO,90,780360,0,'27/04/2017',,'29/04/2017',VIGENTE
148,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,UNO,LOCAL,20,11573159,0,'26/07/2017',,'17/03/2018',VIGENTE
149,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,APARTAMENTO,66,4500000,0,'26/07/2017',,'01/11/2020',VIGENTE
150,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,LOCAL,17,1900000,0,'26/07/2017',,'28/03/2019',INACTIVO
151,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,UNO,APARTAMENTO,62,2000000,0,'26/07/2017',,'26/02/2020',INACTIVO
152,BARRANCABERMEJA,EL PARNASO,BARRANCABERMEJA,TRES,LOCAL,24,726600,0,'18/05/2019',,'22/06/2019',VIGENTE
153,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,SEIS,APARTAMENTO,58,8254400,0,'29/01/2019',,'01/06/2018',INACTIVO
154,BARRANCABERMEJA,LA LIBERTAD,BARRANCABERMEJA,TRES,LOCAL,26,467100,135415,'28/05/2019',,'02/11/2019',VIGENTE
155,BARRANCABERMEJA,VILLA ROSA,BARRANCABERMEJA,TRES,APARTAMENTO,72,223936,186628,'28/05/2019',,'09/11/2019',VIGENTE
156,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CINCO,APARTAMENTO,26,714540,210000,'31/08/2018',,'23/06/2018',VIGENTE
157,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,,APARTAMENTO,88,500000,0,'31/08/2018',,'29/06/2018',INACTIVO
158,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,,CASA,76,934200,272000,'31/08/2018',,'08/10/2019',VIGENTE
159,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,,APARTAMENTO,89,837152,272000,'31/08/2018',,'03/08/2018',INACTIVO
160,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,,LOCAL,21,11239850,2497744,'31/08/2018',,'01/11/2018',VIGENTE
161,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,,APARTAMENTO,42,9000000,2497744,'31/08/2018',,'24/11/2017',INACTIVO
162,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,,APARTAMENTO,37,439800,167400,'06/09/2018',,'11/10/2018',INACTIVO
163,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,,APARTAMENTO,70,439800,167400,'06/09/2018',,'07/09/2018',INACTIVO
164,BARRANCABERMEJA,CINCUENTENARIO,BARRANCABERMEJA,,LOCAL,28,570900,0,'29/09/2018',,'30/12/2019',VIGENTE
165,BARRANCABERMEJA,CINCUENTENARIO,BARRANCABERMEJA,,APARTAMENTO,66,500000,0,'29/09/2018',,'24/11/2018',INACTIVO
166,BARRANCABERMEJA,LA LIBERTAD,BARRANCABERMEJA,CUATRO,LOCAL,30,800000,0,'29/09/2018',,'23/11/2019',INACTIVO
167,BARRANCABERMEJA,LA LIBERTAD,BARRANCABERMEJA,CUATRO,CASA,73,928620,0,'29/09/2018',,'23/10/2018',INACTIVO
168,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,LOCAL,25,515900,0,'04/10/2018',,'12/10/2018',INACTIVO
169,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,CASA,36,428400,127300,'27/10/2018',,'26/03/2018',VIGENTE
170,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,SEIS,CASA,63,3607000,0,'27/10/2018',,'05/04/2011',VIGENTE
171,BARRANCABERMEJA,BUENOS AIRES,BARRANCABERMEJA,SEIS,CASA,29,6973911,0,'27/10/2018',,'25/11/2018',VIGENTE
172,BARRANCABERMEJA,SECTOR COMERCIAL,BARRANCABERMEJA,SEIS,LOCAL,28,8486433,0,'27/10/2018',,'01/02/2019',VIGENTE
173,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,SIN ASIGNAR,LOCAL,16,3961990,1001203,'27/10/2018',,'05/05/2016',VIGENTE
174,BARRANCABERMEJA,VILLA ROSA,BARRANCABERMEJA,CUATRO,APARTAMENTO,77,544060,186628,'27/10/2018',,'20/09/2018',INACTIVO
175,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,SIN ASIGNAR,CASA,51,584390,159000,'27/10/2018',,'01/09/2018',VIGENTE
176,BARRANCABERMEJA,LA FLORESTA,BARRANCABERMEJA,TRES,APARTAMENTO,43,800000,0,'27/10/2018',,'21/10/2020',VIGENTE
177,BARRANCABERMEJA,LA FLORESTA,BARRANCABERMEJA,TRES,APARTAMENTO,97,825440,0,'27/10/2018',,'12/10/2018',INACTIVO
178,BARRANCABERMEJA,INSCREDIAL,BARRANCABERMEJA,CUATRO,LOCAL,24,850000,0,'31/10/2018',,'15/08/2020',VIGENTE
